vset	V(vcell+)	V(vcell-)	I(R3)
7.740000000000006e-01	6.915736e-01	-2.269524e-02	3.869987e+00
7.750000000000006e-01	6.915358e-01	-2.273047e-02	3.874987e+00
7.760000000000006e-01	6.914979e-01	-2.276573e-02	3.879987e+00
7.770000000000006e-01	6.914601e-01	-2.280100e-02	3.884987e+00
7.780000000000006e-01	6.914222e-01	-2.283629e-02	3.889987e+00
7.790000000000006e-01	6.913843e-01	-2.287160e-02	3.894987e+00
7.800000000000006e-01	6.913463e-01	-2.290694e-02	3.899987e+00
7.810000000000006e-01	6.913083e-01	-2.294229e-02	3.904987e+00
7.820000000000006e-01	6.912704e-01	-2.297767e-02	3.909987e+00
7.830000000000006e-01	6.912323e-01	-2.301305e-02	3.914987e+00
7.840000000000006e-01	6.911943e-01	-2.304847e-02	3.919987e+00
7.850000000000006e-01	6.911562e-01	-2.308390e-02	3.924987e+00
7.860000000000006e-01	6.911181e-01	-2.311935e-02	3.929987e+00
7.870000000000006e-01	6.910800e-01	-2.315482e-02	3.934987e+00
7.880000000000006e-01	6.910419e-01	-2.319032e-02	3.939987e+00
7.890000000000006e-01	6.910037e-01	-2.322583e-02	3.944987e+00
7.900000000000006e-01	6.909656e-01	-2.326136e-02	3.949987e+00
7.910000000000006e-01	6.909274e-01	-2.329692e-02	3.954987e+00
7.920000000000006e-01	6.908891e-01	-2.333249e-02	3.959987e+00
7.930000000000006e-01	6.908509e-01	-2.336808e-02	3.964987e+00
7.940000000000006e-01	6.908126e-01	-2.340370e-02	3.969987e+00
7.950000000000006e-01	6.907743e-01	-2.343933e-02	3.974987e+00
7.960000000000006e-01	6.907361e-01	-2.347499e-02	3.979987e+00
7.970000000000006e-01	6.906977e-01	-2.351067e-02	3.984987e+00
7.980000000000006e-01	6.906593e-01	-2.354636e-02	3.989987e+00
7.990000000000006e-01	6.906210e-01	-2.358207e-02	3.994987e+00
8.000000000000006e-01	6.905825e-01	-2.361781e-02	3.999987e+00
8.010000000000006e-01	6.905441e-01	-2.365357e-02	4.004987e+00
8.020000000000006e-01	6.905056e-01	-2.368934e-02	4.009986e+00
8.030000000000006e-01	6.904672e-01	-2.372514e-02	4.014987e+00
8.040000000000006e-01	6.904287e-01	-2.376096e-02	4.019987e+00
8.050000000000006e-01	6.903902e-01	-2.379680e-02	4.024987e+00
8.060000000000006e-01	6.903516e-01	-2.383266e-02	4.029986e+00
8.070000000000006e-01	6.903130e-01	-2.386853e-02	4.034986e+00
8.080000000000006e-01	6.902744e-01	-2.390443e-02	4.039987e+00
8.090000000000006e-01	6.902358e-01	-2.394035e-02	4.044987e+00
8.100000000000006e-01	6.901972e-01	-2.397629e-02	4.049986e+00
8.110000000000006e-01	6.901585e-01	-2.401226e-02	4.054986e+00
8.120000000000006e-01	6.901198e-01	-2.404824e-02	4.059987e+00
8.130000000000006e-01	6.900811e-01	-2.408424e-02	4.064987e+00
8.140000000000006e-01	6.900424e-01	-2.412027e-02	4.069986e+00
8.150000000000006e-01	6.900036e-01	-2.415631e-02	4.074986e+00
8.160000000000006e-01	6.899648e-01	-2.419238e-02	4.079987e+00
8.170000000000006e-01	6.899260e-01	-2.422846e-02	4.084987e+00
8.180000000000006e-01	6.898872e-01	-2.426457e-02	4.089986e+00
8.190000000000006e-01	6.898483e-01	-2.430070e-02	4.094986e+00
8.200000000000006e-01	6.898094e-01	-2.433685e-02	4.099987e+00
8.210000000000006e-01	6.897705e-01	-2.437302e-02	4.104987e+00
8.220000000000006e-01	6.897316e-01	-2.440921e-02	4.109986e+00
8.230000000000006e-01	6.896926e-01	-2.444542e-02	4.114986e+00
8.240000000000006e-01	6.896536e-01	-2.448165e-02	4.119987e+00
8.250000000000006e-01	6.896147e-01	-2.451791e-02	4.124987e+00
8.260000000000006e-01	6.895756e-01	-2.455418e-02	4.129986e+00
8.270000000000006e-01	6.895366e-01	-2.459048e-02	4.134986e+00
8.280000000000006e-01	6.894975e-01	-2.462680e-02	4.139987e+00
8.290000000000006e-01	6.894584e-01	-2.466313e-02	4.144987e+00
8.300000000000006e-01	6.894193e-01	-2.469949e-02	4.149986e+00
8.310000000000006e-01	6.893802e-01	-2.473587e-02	4.154986e+00
8.320000000000006e-01	6.893409e-01	-2.477228e-02	4.159986e+00
8.330000000000006e-01	6.893018e-01	-2.480870e-02	4.164987e+00
8.340000000000006e-01	6.892626e-01	-2.484514e-02	4.169986e+00
8.350000000000006e-01	6.892233e-01	-2.488161e-02	4.174986e+00
8.360000000000006e-01	6.891841e-01	-2.491809e-02	4.179986e+00
8.370000000000006e-01	6.891447e-01	-2.495460e-02	4.184987e+00
8.380000000000006e-01	6.891055e-01	-2.499113e-02	4.189986e+00
8.390000000000006e-01	6.890661e-01	-2.502768e-02	4.194986e+00
8.400000000000006e-01	6.890267e-01	-2.506426e-02	4.199986e+00
8.410000000000006e-01	6.889873e-01	-2.510085e-02	4.204987e+00
8.420000000000006e-01	6.889479e-01	-2.513747e-02	4.209986e+00
8.430000000000006e-01	6.889085e-01	-2.517411e-02	4.214986e+00
8.440000000000006e-01	6.888690e-01	-2.521076e-02	4.219986e+00
8.450000000000006e-01	6.888295e-01	-2.524745e-02	4.224986e+00
8.460000000000006e-01	6.887900e-01	-2.528415e-02	4.229986e+00
8.470000000000006e-01	6.887504e-01	-2.532087e-02	4.234986e+00
8.480000000000006e-01	6.887109e-01	-2.535762e-02	4.239986e+00
8.490000000000006e-01	6.886713e-01	-2.539439e-02	4.244986e+00
8.500000000000006e-01	6.886317e-01	-2.543117e-02	4.249986e+00
8.510000000000006e-01	6.885921e-01	-2.546798e-02	4.254986e+00
8.520000000000006e-01	6.885524e-01	-2.550481e-02	4.259986e+00
8.530000000000006e-01	6.885127e-01	-2.554167e-02	4.264986e+00
8.540000000000006e-01	6.884730e-01	-2.557854e-02	4.269986e+00
8.550000000000006e-01	6.884332e-01	-2.561544e-02	4.274986e+00
8.560000000000006e-01	6.883935e-01	-2.565236e-02	4.279986e+00
8.570000000000007e-01	6.883537e-01	-2.568931e-02	4.284986e+00
8.580000000000007e-01	6.883138e-01	-2.572627e-02	4.289986e+00
8.590000000000007e-01	6.882740e-01	-2.576325e-02	4.294986e+00
8.600000000000007e-01	6.882342e-01	-2.580026e-02	4.299986e+00
8.610000000000007e-01	6.881943e-01	-2.583729e-02	4.304986e+00
8.620000000000007e-01	6.881543e-01	-2.587434e-02	4.309986e+00
8.630000000000007e-01	6.881144e-01	-2.591142e-02	4.314986e+00
8.640000000000007e-01	6.880744e-01	-2.594852e-02	4.319986e+00
8.650000000000007e-01	6.880344e-01	-2.598563e-02	4.324986e+00
8.660000000000007e-01	6.879944e-01	-2.602278e-02	4.329986e+00
8.670000000000007e-01	6.879544e-01	-2.605994e-02	4.334986e+00
8.680000000000007e-01	6.879143e-01	-2.609712e-02	4.339986e+00
8.690000000000007e-01	6.878742e-01	-2.613433e-02	4.344986e+00
8.700000000000007e-01	6.878341e-01	-2.617156e-02	4.349986e+00
8.710000000000007e-01	6.877940e-01	-2.620881e-02	4.354986e+00
8.720000000000007e-01	6.877538e-01	-2.624609e-02	4.359986e+00
8.730000000000007e-01	6.877136e-01	-2.628339e-02	4.364986e+00
8.740000000000007e-01	6.876733e-01	-2.632070e-02	4.369986e+00
8.750000000000007e-01	6.876331e-01	-2.635804e-02	4.374986e+00
8.760000000000007e-01	6.875928e-01	-2.639541e-02	4.379986e+00
8.770000000000007e-01	6.875525e-01	-2.643280e-02	4.384986e+00
8.780000000000007e-01	6.875122e-01	-2.647021e-02	4.389986e+00
8.790000000000007e-01	6.874718e-01	-2.650764e-02	4.394986e+00
8.800000000000007e-01	6.874315e-01	-2.654509e-02	4.399986e+00
8.810000000000007e-01	6.873910e-01	-2.658257e-02	4.404986e+00
8.820000000000007e-01	6.873506e-01	-2.662007e-02	4.409986e+00
8.830000000000007e-01	6.873102e-01	-2.665759e-02	4.414986e+00
8.840000000000007e-01	6.872697e-01	-2.669514e-02	4.419986e+00
8.850000000000007e-01	6.872292e-01	-2.673271e-02	4.424986e+00
8.860000000000007e-01	6.871886e-01	-2.677030e-02	4.429986e+00
8.870000000000007e-01	6.871480e-01	-2.680791e-02	4.434986e+00
8.880000000000007e-01	6.871075e-01	-2.684555e-02	4.439986e+00
8.890000000000007e-01	6.870669e-01	-2.688321e-02	4.444986e+00
8.900000000000007e-01	6.870262e-01	-2.692089e-02	4.449986e+00
8.910000000000007e-01	6.869856e-01	-2.695860e-02	4.454986e+00
8.920000000000007e-01	6.869448e-01	-2.699633e-02	4.459986e+00
8.930000000000007e-01	6.869041e-01	-2.703408e-02	4.464986e+00
8.940000000000007e-01	6.868634e-01	-2.707185e-02	4.469986e+00
8.950000000000007e-01	6.868226e-01	-2.710965e-02	4.474986e+00
8.960000000000007e-01	6.867818e-01	-2.714747e-02	4.479986e+00
8.970000000000007e-01	6.867410e-01	-2.718532e-02	4.484986e+00
8.980000000000007e-01	6.867001e-01	-2.722318e-02	4.489986e+00
8.990000000000007e-01	6.866592e-01	-2.726107e-02	4.494986e+00
9.000000000000007e-01	6.866183e-01	-2.729899e-02	4.499986e+00
9.010000000000007e-01	6.865774e-01	-2.733693e-02	4.504986e+00
9.020000000000007e-01	6.865364e-01	-2.737489e-02	4.509986e+00
9.030000000000007e-01	6.864954e-01	-2.741287e-02	4.514986e+00
9.040000000000007e-01	6.864544e-01	-2.745088e-02	4.519986e+00
9.050000000000007e-01	6.864133e-01	-2.748891e-02	4.524986e+00
9.060000000000007e-01	6.863723e-01	-2.752697e-02	4.529986e+00
9.070000000000007e-01	6.863312e-01	-2.756505e-02	4.534986e+00
9.080000000000007e-01	6.862901e-01	-2.760314e-02	4.539986e+00
9.090000000000007e-01	6.862490e-01	-2.764127e-02	4.544986e+00
9.100000000000007e-01	6.862078e-01	-2.767942e-02	4.549986e+00
9.110000000000007e-01	6.861665e-01	-2.771759e-02	4.554986e+00
9.120000000000007e-01	6.861253e-01	-2.775578e-02	4.559986e+00
9.130000000000007e-01	6.860840e-01	-2.779400e-02	4.564986e+00
9.140000000000007e-01	6.860428e-01	-2.783225e-02	4.569986e+00
9.150000000000007e-01	6.860014e-01	-2.787051e-02	4.574986e+00
9.160000000000007e-01	6.859601e-01	-2.790880e-02	4.579986e+00
9.170000000000007e-01	6.859187e-01	-2.794712e-02	4.584986e+00
9.180000000000007e-01	6.858773e-01	-2.798546e-02	4.589986e+00
9.190000000000007e-01	6.858359e-01	-2.802382e-02	4.594986e+00
9.200000000000007e-01	6.857945e-01	-2.806221e-02	4.599986e+00
9.210000000000007e-01	6.857530e-01	-2.810062e-02	4.604986e+00
9.220000000000007e-01	6.857114e-01	-2.813905e-02	4.609986e+00
9.230000000000007e-01	6.856700e-01	-2.817751e-02	4.614986e+00
9.240000000000007e-01	6.856284e-01	-2.821599e-02	4.619986e+00
9.250000000000007e-01	6.855868e-01	-2.825450e-02	4.624986e+00
9.260000000000007e-01	6.855451e-01	-2.829303e-02	4.629986e+00
9.270000000000007e-01	6.855035e-01	-2.833159e-02	4.634985e+00
9.280000000000007e-01	6.854618e-01	-2.837016e-02	4.639986e+00
9.290000000000007e-01	6.854202e-01	-2.840877e-02	4.644986e+00
9.300000000000007e-01	6.853784e-01	-2.844739e-02	4.649986e+00
9.310000000000007e-01	6.853366e-01	-2.848604e-02	4.654985e+00
9.320000000000007e-01	6.852949e-01	-2.852472e-02	4.659986e+00
9.330000000000007e-01	6.852530e-01	-2.856342e-02	4.664986e+00
9.340000000000007e-01	6.852112e-01	-2.860214e-02	4.669986e+00
9.350000000000007e-01	6.851693e-01	-2.864089e-02	4.674985e+00
9.360000000000007e-01	6.851274e-01	-2.867967e-02	4.679986e+00
9.370000000000007e-01	6.850855e-01	-2.871847e-02	4.684986e+00
9.380000000000007e-01	6.850435e-01	-2.875729e-02	4.689986e+00
9.390000000000007e-01	6.850016e-01	-2.879614e-02	4.694985e+00
9.400000000000007e-01	6.849595e-01	-2.883501e-02	4.699986e+00
9.410000000000007e-01	6.849175e-01	-2.887391e-02	4.704986e+00
9.420000000000007e-01	6.848754e-01	-2.891282e-02	4.709986e+00
9.430000000000007e-01	6.848333e-01	-2.895177e-02	4.714985e+00
9.440000000000007e-01	6.847912e-01	-2.899074e-02	4.719985e+00
9.450000000000007e-01	6.847491e-01	-2.902974e-02	4.724986e+00
9.460000000000007e-01	6.847069e-01	-2.906876e-02	4.729986e+00
9.470000000000007e-01	6.846647e-01	-2.910781e-02	4.734985e+00
9.480000000000007e-01	6.846224e-01	-2.914687e-02	4.739985e+00
9.490000000000007e-01	6.845801e-01	-2.918597e-02	4.744986e+00
9.500000000000007e-01	6.845378e-01	-2.922509e-02	4.749986e+00
9.510000000000007e-01	6.844955e-01	-2.926424e-02	4.754985e+00
9.520000000000007e-01	6.844531e-01	-2.930341e-02	4.759985e+00
9.530000000000007e-01	6.844108e-01	-2.934260e-02	4.764986e+00
9.540000000000007e-01	6.843684e-01	-2.938182e-02	4.769986e+00
9.550000000000007e-01	6.843259e-01	-2.942107e-02	4.774985e+00
9.560000000000007e-01	6.842834e-01	-2.946034e-02	4.779985e+00
9.570000000000007e-01	6.842409e-01	-2.949963e-02	4.784986e+00
9.580000000000007e-01	6.841984e-01	-2.953896e-02	4.789986e+00
9.590000000000007e-01	6.841558e-01	-2.957830e-02	4.794985e+00
9.600000000000007e-01	6.841132e-01	-2.961768e-02	4.799985e+00
9.610000000000007e-01	6.840706e-01	-2.965707e-02	4.804986e+00
9.620000000000007e-01	6.840280e-01	-2.969650e-02	4.809986e+00
9.630000000000007e-01	6.839853e-01	-2.973594e-02	4.814985e+00
9.640000000000007e-01	6.839426e-01	-2.977542e-02	4.819985e+00
9.650000000000007e-01	6.838998e-01	-2.981492e-02	4.824986e+00
9.660000000000007e-01	6.838571e-01	-2.985444e-02	4.829986e+00
9.670000000000007e-01	6.838143e-01	-2.989399e-02	4.834985e+00
9.680000000000007e-01	6.837714e-01	-2.993357e-02	4.839985e+00
9.690000000000007e-01	6.837286e-01	-2.997317e-02	4.844985e+00
9.700000000000008e-01	6.836857e-01	-3.001280e-02	4.849985e+00
9.710000000000008e-01	6.836428e-01	-3.005245e-02	4.854985e+00
9.720000000000008e-01	6.835998e-01	-3.009213e-02	4.859985e+00
9.730000000000008e-01	6.835569e-01	-3.013184e-02	4.864985e+00
9.740000000000008e-01	6.835139e-01	-3.017157e-02	4.869985e+00
9.750000000000008e-01	6.834708e-01	-3.021132e-02	4.874985e+00
9.760000000000008e-01	6.834278e-01	-3.025111e-02	4.879985e+00
9.770000000000008e-01	6.833847e-01	-3.029092e-02	4.884985e+00
9.780000000000008e-01	6.833415e-01	-3.033075e-02	4.889985e+00
9.790000000000008e-01	6.832983e-01	-3.037062e-02	4.894985e+00
9.800000000000008e-01	6.832552e-01	-3.041050e-02	4.899985e+00
9.810000000000008e-01	6.832120e-01	-3.045041e-02	4.904985e+00
9.820000000000008e-01	6.831687e-01	-3.049035e-02	4.909985e+00
9.830000000000008e-01	6.831254e-01	-3.053032e-02	4.914985e+00
9.840000000000008e-01	6.830822e-01	-3.057031e-02	4.919985e+00
9.850000000000008e-01	6.830388e-01	-3.061033e-02	4.924985e+00
9.860000000000008e-01	6.829954e-01	-3.065037e-02	4.929985e+00
9.870000000000008e-01	6.829520e-01	-3.069044e-02	4.934985e+00
9.880000000000008e-01	6.829086e-01	-3.073054e-02	4.939985e+00
9.890000000000008e-01	6.828651e-01	-3.077067e-02	4.944985e+00
9.900000000000008e-01	6.828216e-01	-3.081081e-02	4.949985e+00
9.910000000000008e-01	6.827781e-01	-3.085099e-02	4.954985e+00
9.920000000000008e-01	6.827345e-01	-3.089120e-02	4.959985e+00
9.930000000000008e-01	6.826910e-01	-3.093143e-02	4.964985e+00
9.940000000000008e-01	6.826473e-01	-3.097168e-02	4.969985e+00
9.950000000000008e-01	6.826037e-01	-3.101197e-02	4.974985e+00
9.960000000000008e-01	6.825600e-01	-3.105228e-02	4.979985e+00
9.970000000000008e-01	6.825163e-01	-3.109262e-02	4.984985e+00
9.980000000000008e-01	6.824726e-01	-3.113298e-02	4.989985e+00
9.990000000000008e-01	6.824288e-01	-3.117337e-02	4.994985e+00
1.000000000000001e+00	6.823850e-01	-3.121379e-02	4.999985e+00
1.001000000000001e+00	6.823412e-01	-3.125423e-02	5.004985e+00
1.002000000000000e+00	6.822973e-01	-3.129470e-02	5.009985e+00
1.003000000000000e+00	6.822534e-01	-3.133520e-02	5.014985e+00
1.004000000000000e+00	6.822095e-01	-3.137573e-02	5.019985e+00
1.005000000000000e+00	6.821656e-01	-3.141628e-02	5.024985e+00
1.006000000000000e+00	6.821215e-01	-3.145687e-02	5.029985e+00
1.007000000000000e+00	6.820775e-01	-3.149747e-02	5.034985e+00
1.008000000000000e+00	6.820335e-01	-3.153811e-02	5.039985e+00
1.009000000000000e+00	6.819894e-01	-3.157877e-02	5.044985e+00
1.010000000000000e+00	6.819453e-01	-3.161946e-02	5.049985e+00
1.010999999999999e+00	6.819011e-01	-3.166018e-02	5.054985e+00
1.011999999999999e+00	6.818569e-01	-3.170092e-02	5.059985e+00
1.012999999999999e+00	6.818127e-01	-3.174170e-02	5.064985e+00
1.013999999999999e+00	6.817685e-01	-3.178249e-02	5.069985e+00
1.014999999999999e+00	6.817242e-01	-3.182332e-02	5.074985e+00
1.015999999999999e+00	6.816799e-01	-3.186417e-02	5.079985e+00
1.016999999999999e+00	6.816356e-01	-3.190506e-02	5.084985e+00
1.017999999999999e+00	6.815912e-01	-3.194597e-02	5.089985e+00
1.018999999999999e+00	6.815468e-01	-3.198690e-02	5.094985e+00
1.019999999999998e+00	6.815023e-01	-3.202787e-02	5.099985e+00
1.020999999999998e+00	6.814579e-01	-3.206886e-02	5.104985e+00
1.021999999999998e+00	6.814134e-01	-3.210988e-02	5.109985e+00
1.022999999999998e+00	6.813688e-01	-3.215093e-02	5.114985e+00
1.023999999999998e+00	6.813242e-01	-3.219201e-02	5.119985e+00
1.024999999999998e+00	6.812797e-01	-3.223312e-02	5.124985e+00
1.025999999999998e+00	6.812350e-01	-3.227425e-02	5.129985e+00
1.026999999999998e+00	6.811904e-01	-3.231541e-02	5.134985e+00
1.027999999999998e+00	6.811457e-01	-3.235660e-02	5.139985e+00
1.028999999999997e+00	6.811010e-01	-3.239782e-02	5.144985e+00
1.029999999999997e+00	6.810562e-01	-3.243906e-02	5.149985e+00
1.030999999999997e+00	6.810114e-01	-3.248034e-02	5.154985e+00
1.031999999999997e+00	6.809666e-01	-3.252164e-02	5.159985e+00
1.032999999999997e+00	6.809217e-01	-3.256297e-02	5.164985e+00
1.033999999999997e+00	6.808768e-01	-3.260433e-02	5.169985e+00
1.034999999999997e+00	6.808319e-01	-3.264572e-02	5.174985e+00
1.035999999999997e+00	6.807869e-01	-3.268713e-02	5.179985e+00
1.036999999999997e+00	6.807419e-01	-3.272858e-02	5.184985e+00
1.037999999999996e+00	6.806969e-01	-3.277005e-02	5.189985e+00
1.038999999999996e+00	6.806518e-01	-3.281155e-02	5.194985e+00
1.039999999999996e+00	6.806067e-01	-3.285308e-02	5.199985e+00
1.040999999999996e+00	6.805616e-01	-3.289464e-02	5.204985e+00
1.041999999999996e+00	6.805165e-01	-3.293623e-02	5.209985e+00
1.042999999999996e+00	6.804712e-01	-3.297785e-02	5.214985e+00
1.043999999999996e+00	6.804261e-01	-3.301949e-02	5.219985e+00
1.044999999999996e+00	6.803808e-01	-3.306117e-02	5.224985e+00
1.045999999999996e+00	6.803355e-01	-3.310287e-02	5.229985e+00
1.046999999999995e+00	6.802902e-01	-3.314460e-02	5.234985e+00
1.047999999999995e+00	6.802448e-01	-3.318636e-02	5.239985e+00
1.048999999999995e+00	6.801994e-01	-3.322816e-02	5.244985e+00
1.049999999999995e+00	6.801540e-01	-3.326998e-02	5.249985e+00
1.050999999999995e+00	6.801085e-01	-3.331183e-02	5.254985e+00
1.051999999999995e+00	6.800630e-01	-3.335370e-02	5.259985e+00
1.052999999999995e+00	6.800175e-01	-3.339561e-02	5.264985e+00
1.053999999999995e+00	6.799719e-01	-3.343755e-02	5.269985e+00
1.054999999999995e+00	6.799263e-01	-3.347952e-02	5.274985e+00
1.055999999999994e+00	6.798807e-01	-3.352151e-02	5.279984e+00
1.056999999999994e+00	6.798350e-01	-3.356353e-02	5.284985e+00
1.057999999999994e+00	6.797893e-01	-3.360558e-02	5.289985e+00
1.058999999999994e+00	6.797436e-01	-3.364767e-02	5.294985e+00
1.059999999999994e+00	6.796978e-01	-3.368979e-02	5.299984e+00
1.060999999999994e+00	6.796520e-01	-3.373193e-02	5.304985e+00
1.061999999999994e+00	6.796061e-01	-3.377410e-02	5.309985e+00
1.062999999999994e+00	6.795602e-01	-3.381630e-02	5.314985e+00
1.063999999999994e+00	6.795143e-01	-3.385854e-02	5.319984e+00
1.064999999999994e+00	6.794684e-01	-3.390080e-02	5.324985e+00
1.065999999999993e+00	6.794224e-01	-3.394309e-02	5.329985e+00
1.066999999999993e+00	6.793764e-01	-3.398542e-02	5.334985e+00
1.067999999999993e+00	6.793303e-01	-3.402777e-02	5.339984e+00
1.068999999999993e+00	6.792843e-01	-3.407015e-02	5.344985e+00
1.069999999999993e+00	6.792381e-01	-3.411257e-02	5.349985e+00
1.070999999999993e+00	6.791920e-01	-3.415501e-02	5.354985e+00
1.071999999999993e+00	6.791458e-01	-3.419748e-02	5.359984e+00
1.072999999999993e+00	6.790996e-01	-3.423999e-02	5.364985e+00
1.073999999999993e+00	6.790533e-01	-3.428252e-02	5.369985e+00
1.074999999999992e+00	6.790071e-01	-3.432509e-02	5.374985e+00
1.075999999999992e+00	6.789607e-01	-3.436768e-02	5.379984e+00
1.076999999999992e+00	6.789143e-01	-3.441031e-02	5.384984e+00
1.077999999999992e+00	6.788679e-01	-3.445296e-02	5.389985e+00
1.078999999999992e+00	6.788215e-01	-3.449565e-02	5.394985e+00
1.079999999999992e+00	6.787750e-01	-3.453836e-02	5.399984e+00
1.080999999999992e+00	6.787285e-01	-3.458111e-02	5.404984e+00
1.081999999999992e+00	6.786820e-01	-3.462389e-02	5.409985e+00
1.082999999999992e+00	6.786354e-01	-3.466670e-02	5.414985e+00
1.083999999999991e+00	6.785887e-01	-3.470954e-02	5.419984e+00
1.084999999999991e+00	6.785421e-01	-3.475241e-02	5.424984e+00
1.085999999999991e+00	6.784954e-01	-3.479531e-02	5.429985e+00
1.086999999999991e+00	6.784487e-01	-3.483824e-02	5.434985e+00
1.087999999999991e+00	6.784019e-01	-3.488120e-02	5.439984e+00
1.088999999999991e+00	6.783552e-01	-3.492420e-02	5.444984e+00
1.089999999999991e+00	6.783083e-01	-3.496723e-02	5.449985e+00
1.090999999999991e+00	6.782614e-01	-3.501029e-02	5.454985e+00
1.091999999999991e+00	6.782145e-01	-3.505338e-02	5.459984e+00
1.092999999999990e+00	6.781676e-01	-3.509649e-02	5.464984e+00
1.093999999999990e+00	6.781206e-01	-3.513965e-02	5.469985e+00
1.094999999999990e+00	6.780736e-01	-3.518283e-02	5.474985e+00
1.095999999999990e+00	6.780265e-01	-3.522604e-02	5.479984e+00
1.096999999999990e+00	6.779794e-01	-3.526929e-02	5.484984e+00
1.097999999999990e+00	6.779323e-01	-3.531257e-02	5.489985e+00
1.098999999999990e+00	6.778851e-01	-3.535588e-02	5.494984e+00
1.099999999999990e+00	6.778379e-01	-3.539922e-02	5.499984e+00
1.100999999999990e+00	6.777907e-01	-3.544259e-02	5.504984e+00
1.101999999999989e+00	6.777434e-01	-3.548599e-02	5.509984e+00
1.102999999999989e+00	6.776961e-01	-3.552943e-02	5.514984e+00
1.103999999999989e+00	6.776488e-01	-3.557289e-02	5.519984e+00
1.104999999999989e+00	6.776013e-01	-3.561640e-02	5.524984e+00
1.105999999999989e+00	6.775540e-01	-3.565993e-02	5.529984e+00
1.106999999999989e+00	6.775065e-01	-3.570349e-02	5.534984e+00
1.107999999999989e+00	6.774590e-01	-3.574709e-02	5.539984e+00
1.108999999999989e+00	6.774114e-01	-3.579072e-02	5.544984e+00
1.109999999999989e+00	6.773639e-01	-3.583438e-02	5.549984e+00
1.110999999999988e+00	6.773162e-01	-3.587807e-02	5.554984e+00
1.111999999999988e+00	6.772686e-01	-3.592180e-02	5.559984e+00
1.112999999999988e+00	6.772209e-01	-3.596555e-02	5.564984e+00
1.113999999999988e+00	6.771732e-01	-3.600935e-02	5.569984e+00
1.114999999999988e+00	6.771254e-01	-3.605317e-02	5.574984e+00
1.115999999999988e+00	6.770776e-01	-3.609702e-02	5.579984e+00
1.116999999999988e+00	6.770298e-01	-3.614091e-02	5.584984e+00
1.117999999999988e+00	6.769819e-01	-3.618483e-02	5.589984e+00
1.118999999999988e+00	6.769340e-01	-3.622878e-02	5.594984e+00
1.119999999999987e+00	6.768860e-01	-3.627277e-02	5.599984e+00
1.120999999999987e+00	6.768380e-01	-3.631679e-02	5.604984e+00
1.121999999999987e+00	6.767900e-01	-3.636084e-02	5.609984e+00
1.122999999999987e+00	6.767419e-01	-3.640492e-02	5.614984e+00
1.123999999999987e+00	6.766938e-01	-3.644904e-02	5.619984e+00
1.124999999999987e+00	6.766456e-01	-3.649319e-02	5.624984e+00
1.125999999999987e+00	6.765975e-01	-3.653738e-02	5.629984e+00
1.126999999999987e+00	6.765493e-01	-3.658159e-02	5.634984e+00
1.127999999999987e+00	6.765010e-01	-3.662585e-02	5.639984e+00
1.128999999999986e+00	6.764527e-01	-3.667013e-02	5.644984e+00
1.129999999999986e+00	6.764044e-01	-3.671445e-02	5.649984e+00
1.130999999999986e+00	6.763560e-01	-3.675880e-02	5.654984e+00
1.131999999999986e+00	6.763076e-01	-3.680318e-02	5.659984e+00
1.132999999999986e+00	6.762590e-01	-3.684760e-02	5.664984e+00
1.133999999999986e+00	6.762106e-01	-3.689206e-02	5.669984e+00
1.134999999999986e+00	6.761620e-01	-3.693654e-02	5.674984e+00
1.135999999999986e+00	6.761134e-01	-3.698106e-02	5.679984e+00
1.136999999999986e+00	6.760648e-01	-3.702561e-02	5.684984e+00
1.137999999999985e+00	6.760162e-01	-3.707020e-02	5.689984e+00
1.138999999999985e+00	6.759675e-01	-3.711482e-02	5.694984e+00
1.139999999999985e+00	6.759188e-01	-3.715947e-02	5.699984e+00
1.140999999999985e+00	6.758699e-01	-3.720417e-02	5.704984e+00
1.141999999999985e+00	6.758211e-01	-3.724888e-02	5.709984e+00
1.142999999999985e+00	6.757722e-01	-3.729364e-02	5.714984e+00
1.143999999999985e+00	6.757234e-01	-3.733843e-02	5.719984e+00
1.144999999999985e+00	6.756744e-01	-3.738326e-02	5.724984e+00
1.145999999999985e+00	6.756254e-01	-3.742812e-02	5.729984e+00
1.146999999999984e+00	6.755764e-01	-3.747301e-02	5.734984e+00
1.147999999999984e+00	6.755274e-01	-3.751795e-02	5.739984e+00
1.148999999999984e+00	6.754783e-01	-3.756291e-02	5.744984e+00
1.149999999999984e+00	6.754292e-01	-3.760790e-02	5.749984e+00
1.150999999999984e+00	6.753799e-01	-3.765294e-02	5.754984e+00
1.151999999999984e+00	6.753308e-01	-3.769800e-02	5.759984e+00
1.152999999999984e+00	6.752815e-01	-3.774311e-02	5.764984e+00
1.153999999999984e+00	6.752322e-01	-3.778824e-02	5.769984e+00
1.154999999999984e+00	6.751828e-01	-3.783341e-02	5.774984e+00
1.155999999999983e+00	6.751335e-01	-3.787863e-02	5.779984e+00
1.156999999999983e+00	6.750840e-01	-3.792387e-02	5.784984e+00
1.157999999999983e+00	6.750345e-01	-3.796914e-02	5.789984e+00
1.158999999999983e+00	6.749851e-01	-3.801446e-02	5.794984e+00
1.159999999999983e+00	6.749355e-01	-3.805980e-02	5.799984e+00
1.160999999999983e+00	6.748859e-01	-3.810519e-02	5.804984e+00
