vset	V(vcell+)	V(vcell-)	I(R3)
3.860000000000003e-01	7.047843e-01	-1.031776e-02	1.929990e+00
3.870000000000003e-01	7.047535e-01	-1.034676e-02	1.934990e+00
3.880000000000003e-01	7.047227e-01	-1.037579e-02	1.939990e+00
3.890000000000003e-01	7.046919e-01	-1.040482e-02	1.944990e+00
3.900000000000003e-01	7.046611e-01	-1.043387e-02	1.949990e+00
3.910000000000003e-01	7.046302e-01	-1.046293e-02	1.954990e+00
3.920000000000003e-01	7.045994e-01	-1.049201e-02	1.959990e+00
3.930000000000003e-01	7.045685e-01	-1.052109e-02	1.964990e+00
3.940000000000003e-01	7.045376e-01	-1.055019e-02	1.969990e+00
3.950000000000003e-01	7.045067e-01	-1.057931e-02	1.974990e+00
3.960000000000003e-01	7.044758e-01	-1.060843e-02	1.979990e+00
3.970000000000003e-01	7.044449e-01	-1.063757e-02	1.984990e+00
3.980000000000003e-01	7.044139e-01	-1.066673e-02	1.989990e+00
3.990000000000003e-01	7.043830e-01	-1.069589e-02	1.994990e+00
4.000000000000003e-01	7.043520e-01	-1.072507e-02	1.999990e+00
4.010000000000003e-01	7.043210e-01	-1.075427e-02	2.004990e+00
4.020000000000003e-01	7.042900e-01	-1.078347e-02	2.009990e+00
4.030000000000003e-01	7.042590e-01	-1.081269e-02	2.014990e+00
4.040000000000003e-01	7.042279e-01	-1.084192e-02	2.019990e+00
4.050000000000003e-01	7.041969e-01	-1.087117e-02	2.024990e+00
4.060000000000003e-01	7.041658e-01	-1.090043e-02	2.029990e+00
4.070000000000003e-01	7.041347e-01	-1.092970e-02	2.034990e+00
4.080000000000003e-01	7.041036e-01	-1.095899e-02	2.039990e+00
4.090000000000003e-01	7.040725e-01	-1.098829e-02	2.044990e+00
4.100000000000003e-01	7.040414e-01	-1.101760e-02	2.049990e+00
4.110000000000003e-01	7.040102e-01	-1.104693e-02	2.054990e+00
4.120000000000003e-01	7.039791e-01	-1.107627e-02	2.059990e+00
4.130000000000003e-01	7.039479e-01	-1.110562e-02	2.064990e+00
4.140000000000003e-01	7.039167e-01	-1.113499e-02	2.069990e+00
4.150000000000003e-01	7.038856e-01	-1.116437e-02	2.074990e+00
4.160000000000003e-01	7.038543e-01	-1.119376e-02	2.079990e+00
4.170000000000003e-01	7.038231e-01	-1.122317e-02	2.084990e+00
4.180000000000003e-01	7.037919e-01	-1.125259e-02	2.089990e+00
4.190000000000003e-01	7.037606e-01	-1.128203e-02	2.094990e+00
4.200000000000003e-01	7.037293e-01	-1.131147e-02	2.099990e+00
4.210000000000003e-01	7.036980e-01	-1.134094e-02	2.104990e+00
4.220000000000003e-01	7.036667e-01	-1.137041e-02	2.109990e+00
4.230000000000003e-01	7.036354e-01	-1.139990e-02	2.114990e+00
4.240000000000003e-01	7.036040e-01	-1.142940e-02	2.119990e+00
4.250000000000003e-01	7.035727e-01	-1.145892e-02	2.124990e+00
4.260000000000003e-01	7.035413e-01	-1.148845e-02	2.129990e+00
4.270000000000003e-01	7.035099e-01	-1.151799e-02	2.134990e+00
4.280000000000003e-01	7.034785e-01	-1.154754e-02	2.139990e+00
4.290000000000003e-01	7.034471e-01	-1.157711e-02	2.144989e+00
4.300000000000003e-01	7.034157e-01	-1.160670e-02	2.149990e+00
4.310000000000003e-01	7.033842e-01	-1.163629e-02	2.154989e+00
4.320000000000003e-01	7.033527e-01	-1.166591e-02	2.159990e+00
4.330000000000003e-01	7.033213e-01	-1.169553e-02	2.164989e+00
4.340000000000003e-01	7.032898e-01	-1.172517e-02	2.169990e+00
4.350000000000003e-01	7.032583e-01	-1.175482e-02	2.174989e+00
4.360000000000003e-01	7.032268e-01	-1.178449e-02	2.179990e+00
4.370000000000003e-01	7.031953e-01	-1.181416e-02	2.184989e+00
4.380000000000003e-01	7.031637e-01	-1.184386e-02	2.189990e+00
4.390000000000003e-01	7.031322e-01	-1.187356e-02	2.194989e+00
4.400000000000003e-01	7.031006e-01	-1.190328e-02	2.199990e+00
4.410000000000003e-01	7.030689e-01	-1.193302e-02	2.204989e+00
4.420000000000003e-01	7.030373e-01	-1.196277e-02	2.209990e+00
4.430000000000003e-01	7.030057e-01	-1.199253e-02	2.214989e+00
4.440000000000003e-01	7.029740e-01	-1.202231e-02	2.219990e+00
4.450000000000003e-01	7.029424e-01	-1.205210e-02	2.224989e+00
4.460000000000003e-01	7.029107e-01	-1.208190e-02	2.229990e+00
4.470000000000003e-01	7.028790e-01	-1.211172e-02	2.234989e+00
4.480000000000003e-01	7.028473e-01	-1.214155e-02	2.239990e+00
4.490000000000003e-01	7.028156e-01	-1.217139e-02	2.244989e+00
4.500000000000003e-01	7.027838e-01	-1.220125e-02	2.249990e+00
4.510000000000003e-01	7.027521e-01	-1.223112e-02	2.254989e+00
4.520000000000003e-01	7.027203e-01	-1.226101e-02	2.259990e+00
4.530000000000003e-01	7.026885e-01	-1.229091e-02	2.264989e+00
4.540000000000003e-01	7.026567e-01	-1.232083e-02	2.269989e+00
4.550000000000003e-01	7.026249e-01	-1.235076e-02	2.274989e+00
4.560000000000003e-01	7.025931e-01	-1.238070e-02	2.279989e+00
4.570000000000004e-01	7.025613e-01	-1.241066e-02	2.284989e+00
4.580000000000004e-01	7.025294e-01	-1.244063e-02	2.289989e+00
4.590000000000004e-01	7.024975e-01	-1.247061e-02	2.294989e+00
4.600000000000004e-01	7.024656e-01	-1.250061e-02	2.299989e+00
4.610000000000004e-01	7.024337e-01	-1.253062e-02	2.304989e+00
4.620000000000004e-01	7.024018e-01	-1.256065e-02	2.309989e+00
4.630000000000004e-01	7.023698e-01	-1.259069e-02	2.314989e+00
4.640000000000004e-01	7.023379e-01	-1.262075e-02	2.319989e+00
4.650000000000004e-01	7.023059e-01	-1.265082e-02	2.324989e+00
4.660000000000004e-01	7.022739e-01	-1.268090e-02	2.329989e+00
4.670000000000004e-01	7.022419e-01	-1.271100e-02	2.334989e+00
4.680000000000004e-01	7.022098e-01	-1.274111e-02	2.339989e+00
4.690000000000004e-01	7.021778e-01	-1.277123e-02	2.344989e+00
4.700000000000004e-01	7.021458e-01	-1.280137e-02	2.349989e+00
4.710000000000004e-01	7.021137e-01	-1.283153e-02	2.354989e+00
4.720000000000004e-01	7.020816e-01	-1.286170e-02	2.359989e+00
4.730000000000004e-01	7.020495e-01	-1.289188e-02	2.364989e+00
4.740000000000004e-01	7.020174e-01	-1.292207e-02	2.369989e+00
4.750000000000004e-01	7.019852e-01	-1.295229e-02	2.374989e+00
4.760000000000004e-01	7.019531e-01	-1.298251e-02	2.379989e+00
4.770000000000004e-01	7.019209e-01	-1.301275e-02	2.384989e+00
4.780000000000004e-01	7.018887e-01	-1.304301e-02	2.389989e+00
4.790000000000004e-01	7.018566e-01	-1.307327e-02	2.394989e+00
4.800000000000004e-01	7.018243e-01	-1.310356e-02	2.399989e+00
4.810000000000004e-01	7.017921e-01	-1.313385e-02	2.404989e+00
4.820000000000004e-01	7.017598e-01	-1.316416e-02	2.409989e+00
4.830000000000004e-01	7.017276e-01	-1.319449e-02	2.414989e+00
4.840000000000004e-01	7.016953e-01	-1.322483e-02	2.419989e+00
4.850000000000004e-01	7.016630e-01	-1.325518e-02	2.424989e+00
4.860000000000004e-01	7.016307e-01	-1.328555e-02	2.429989e+00
4.870000000000004e-01	7.015983e-01	-1.331593e-02	2.434989e+00
4.880000000000004e-01	7.015660e-01	-1.334633e-02	2.439989e+00
4.890000000000004e-01	7.015337e-01	-1.337675e-02	2.444989e+00
4.900000000000004e-01	7.015013e-01	-1.340717e-02	2.449989e+00
4.910000000000004e-01	7.014689e-01	-1.343761e-02	2.454989e+00
4.920000000000004e-01	7.014365e-01	-1.346807e-02	2.459989e+00
4.930000000000004e-01	7.014040e-01	-1.349854e-02	2.464989e+00
4.940000000000004e-01	7.013716e-01	-1.352902e-02	2.469989e+00
4.950000000000004e-01	7.013391e-01	-1.355952e-02	2.474989e+00
4.960000000000004e-01	7.013066e-01	-1.359003e-02	2.479989e+00
4.970000000000004e-01	7.012742e-01	-1.362056e-02	2.484989e+00
4.980000000000004e-01	7.012417e-01	-1.365110e-02	2.489989e+00
4.990000000000004e-01	7.012091e-01	-1.368166e-02	2.494989e+00
5.000000000000003e-01	7.011766e-01	-1.371223e-02	2.499989e+00
5.010000000000003e-01	7.011440e-01	-1.374282e-02	2.504989e+00
5.020000000000003e-01	7.011115e-01	-1.377342e-02	2.509989e+00
5.030000000000003e-01	7.010789e-01	-1.380403e-02	2.514989e+00
5.040000000000003e-01	7.010463e-01	-1.383466e-02	2.519989e+00
5.050000000000003e-01	7.010136e-01	-1.386531e-02	2.524989e+00
5.060000000000003e-01	7.009810e-01	-1.389597e-02	2.529989e+00
5.070000000000003e-01	7.009484e-01	-1.392664e-02	2.534989e+00
5.080000000000003e-01	7.009157e-01	-1.395733e-02	2.539989e+00
5.090000000000003e-01	7.008830e-01	-1.398803e-02	2.544989e+00
5.100000000000003e-01	7.008503e-01	-1.401875e-02	2.549989e+00
5.110000000000003e-01	7.008176e-01	-1.404948e-02	2.554989e+00
5.120000000000003e-01	7.007848e-01	-1.408023e-02	2.559989e+00
5.130000000000003e-01	7.007521e-01	-1.411099e-02	2.564989e+00
5.140000000000003e-01	7.007193e-01	-1.414177e-02	2.569989e+00
5.150000000000003e-01	7.006865e-01	-1.417256e-02	2.574989e+00
5.160000000000003e-01	7.006537e-01	-1.420337e-02	2.579989e+00
5.170000000000003e-01	7.006209e-01	-1.423419e-02	2.584989e+00
5.180000000000003e-01	7.005880e-01	-1.426503e-02	2.589989e+00
5.190000000000003e-01	7.005551e-01	-1.429588e-02	2.594989e+00
5.200000000000004e-01	7.005223e-01	-1.432675e-02	2.599989e+00
5.210000000000004e-01	7.004894e-01	-1.435763e-02	2.604989e+00
5.220000000000004e-01	7.004565e-01	-1.438852e-02	2.609989e+00
5.230000000000004e-01	7.004236e-01	-1.441944e-02	2.614989e+00
5.240000000000004e-01	7.003906e-01	-1.445036e-02	2.619989e+00
5.250000000000004e-01	7.003577e-01	-1.448130e-02	2.624989e+00
5.260000000000004e-01	7.003247e-01	-1.451226e-02	2.629989e+00
5.270000000000004e-01	7.002917e-01	-1.454323e-02	2.634989e+00
5.280000000000004e-01	7.002587e-01	-1.457421e-02	2.639989e+00
5.290000000000004e-01	7.002257e-01	-1.460522e-02	2.644989e+00
5.300000000000004e-01	7.001926e-01	-1.463623e-02	2.649989e+00
5.310000000000004e-01	7.001595e-01	-1.466726e-02	2.654989e+00
5.320000000000004e-01	7.001265e-01	-1.469831e-02	2.659989e+00
5.330000000000004e-01	7.000934e-01	-1.472937e-02	2.664989e+00
5.340000000000004e-01	7.000603e-01	-1.476045e-02	2.669989e+00
5.350000000000004e-01	7.000272e-01	-1.479154e-02	2.674989e+00
5.360000000000004e-01	6.999940e-01	-1.482265e-02	2.679989e+00
5.370000000000004e-01	6.999608e-01	-1.485376e-02	2.684989e+00
5.380000000000004e-01	6.999277e-01	-1.488490e-02	2.689989e+00
5.390000000000004e-01	6.998945e-01	-1.491606e-02	2.694989e+00
5.400000000000004e-01	6.998613e-01	-1.494722e-02	2.699989e+00
5.410000000000004e-01	6.998280e-01	-1.497840e-02	2.704989e+00
5.420000000000004e-01	6.997948e-01	-1.500960e-02	2.709989e+00
5.430000000000004e-01	6.997615e-01	-1.504081e-02	2.714989e+00
5.440000000000004e-01	6.997283e-01	-1.507204e-02	2.719989e+00
5.450000000000004e-01	6.996949e-01	-1.510329e-02	2.724989e+00
5.460000000000004e-01	6.996616e-01	-1.513455e-02	2.729989e+00
5.470000000000004e-01	6.996283e-01	-1.516582e-02	2.734989e+00
5.480000000000004e-01	6.995949e-01	-1.519711e-02	2.739989e+00
5.490000000000004e-01	6.995616e-01	-1.522841e-02	2.744989e+00
5.500000000000004e-01	6.995282e-01	-1.525973e-02	2.749989e+00
5.510000000000004e-01	6.994948e-01	-1.529107e-02	2.754989e+00
5.520000000000004e-01	6.994613e-01	-1.532242e-02	2.759989e+00
5.530000000000004e-01	6.994279e-01	-1.535378e-02	2.764989e+00
5.540000000000004e-01	6.993945e-01	-1.538516e-02	2.769989e+00
5.550000000000004e-01	6.993610e-01	-1.541656e-02	2.774989e+00
5.560000000000004e-01	6.993275e-01	-1.544798e-02	2.779989e+00
5.570000000000004e-01	6.992940e-01	-1.547940e-02	2.784989e+00
5.580000000000004e-01	6.992605e-01	-1.551084e-02	2.789989e+00
5.590000000000004e-01	6.992269e-01	-1.554231e-02	2.794989e+00
5.600000000000004e-01	6.991934e-01	-1.557378e-02	2.799989e+00
5.610000000000004e-01	6.991598e-01	-1.560527e-02	2.804989e+00
5.620000000000004e-01	6.991262e-01	-1.563677e-02	2.809988e+00
5.630000000000004e-01	6.990926e-01	-1.566830e-02	2.814989e+00
5.640000000000004e-01	6.990589e-01	-1.569983e-02	2.819988e+00
5.650000000000004e-01	6.990253e-01	-1.573138e-02	2.824989e+00
5.660000000000004e-01	6.989917e-01	-1.576295e-02	2.829988e+00
5.670000000000004e-01	6.989580e-01	-1.579454e-02	2.834988e+00
5.680000000000004e-01	6.989242e-01	-1.582613e-02	2.839988e+00
5.690000000000004e-01	6.988906e-01	-1.585774e-02	2.844988e+00
5.700000000000004e-01	6.988568e-01	-1.588938e-02	2.849988e+00
5.710000000000004e-01	6.988230e-01	-1.592102e-02	2.854988e+00
5.720000000000004e-01	6.987893e-01	-1.595269e-02	2.859988e+00
5.730000000000004e-01	6.987555e-01	-1.598436e-02	2.864988e+00
5.740000000000004e-01	6.987217e-01	-1.601605e-02	2.869988e+00
5.750000000000004e-01	6.986879e-01	-1.604776e-02	2.874988e+00
5.760000000000004e-01	6.986540e-01	-1.607949e-02	2.879988e+00
5.770000000000004e-01	6.986201e-01	-1.611123e-02	2.884988e+00
5.780000000000004e-01	6.985863e-01	-1.614298e-02	2.889988e+00
5.790000000000004e-01	6.985524e-01	-1.617475e-02	2.894988e+00
5.800000000000004e-01	6.985185e-01	-1.620654e-02	2.899988e+00
5.810000000000004e-01	6.984845e-01	-1.623835e-02	2.904988e+00
5.820000000000004e-01	6.984506e-01	-1.627017e-02	2.909988e+00
5.830000000000004e-01	6.984166e-01	-1.630200e-02	2.914988e+00
5.840000000000004e-01	6.983826e-01	-1.633385e-02	2.919988e+00
5.850000000000004e-01	6.983486e-01	-1.636572e-02	2.924988e+00
5.860000000000004e-01	6.983146e-01	-1.639760e-02	2.929988e+00
5.870000000000004e-01	6.982806e-01	-1.642950e-02	2.934988e+00
5.880000000000004e-01	6.982465e-01	-1.646142e-02	2.939988e+00
5.890000000000004e-01	6.982124e-01	-1.649335e-02	2.944988e+00
5.900000000000004e-01	6.981784e-01	-1.652529e-02	2.949988e+00
5.910000000000004e-01	6.981442e-01	-1.655726e-02	2.954988e+00
5.920000000000004e-01	6.981101e-01	-1.658924e-02	2.959988e+00
5.930000000000004e-01	6.980760e-01	-1.662123e-02	2.964988e+00
5.940000000000004e-01	6.980418e-01	-1.665324e-02	2.969988e+00
5.950000000000004e-01	6.980076e-01	-1.668527e-02	2.974988e+00
5.960000000000004e-01	6.979734e-01	-1.671731e-02	2.979988e+00
5.970000000000004e-01	6.979392e-01	-1.674937e-02	2.984988e+00
5.980000000000004e-01	6.979049e-01	-1.678145e-02	2.989988e+00
5.990000000000004e-01	6.978707e-01	-1.681354e-02	2.994988e+00
6.000000000000004e-01	6.978364e-01	-1.684565e-02	2.999988e+00
6.010000000000004e-01	6.978021e-01	-1.687777e-02	3.004988e+00
6.020000000000004e-01	6.977678e-01	-1.690991e-02	3.009988e+00
6.030000000000004e-01	6.977335e-01	-1.694206e-02	3.014988e+00
6.040000000000004e-01	6.976991e-01	-1.697424e-02	3.019988e+00
6.050000000000004e-01	6.976647e-01	-1.700643e-02	3.024988e+00
6.060000000000004e-01	6.976303e-01	-1.703863e-02	3.029988e+00
6.070000000000004e-01	6.975960e-01	-1.707085e-02	3.034988e+00
6.080000000000004e-01	6.975615e-01	-1.710309e-02	3.039988e+00
6.090000000000004e-01	6.975271e-01	-1.713535e-02	3.044988e+00
6.100000000000004e-01	6.974926e-01	-1.716762e-02	3.049988e+00
6.110000000000004e-01	6.974581e-01	-1.719990e-02	3.054988e+00
6.120000000000004e-01	6.974236e-01	-1.723221e-02	3.059988e+00
6.130000000000004e-01	6.973891e-01	-1.726452e-02	3.064988e+00
6.140000000000004e-01	6.973546e-01	-1.729686e-02	3.069988e+00
6.150000000000004e-01	6.973200e-01	-1.732921e-02	3.074988e+00
6.160000000000004e-01	6.972855e-01	-1.736158e-02	3.079988e+00
6.170000000000004e-01	6.972508e-01	-1.739397e-02	3.084988e+00
6.180000000000004e-01	6.972163e-01	-1.742636e-02	3.089988e+00
6.190000000000004e-01	6.971816e-01	-1.745879e-02	3.094988e+00
6.200000000000004e-01	6.971470e-01	-1.749122e-02	3.099988e+00
6.210000000000004e-01	6.971123e-01	-1.752367e-02	3.104988e+00
6.220000000000004e-01	6.970776e-01	-1.755614e-02	3.109988e+00
6.230000000000004e-01	6.970429e-01	-1.758862e-02	3.114988e+00
6.240000000000004e-01	6.970082e-01	-1.762112e-02	3.119988e+00
6.250000000000004e-01	6.969734e-01	-1.765364e-02	3.124988e+00
6.260000000000004e-01	6.969387e-01	-1.768618e-02	3.129988e+00
6.270000000000004e-01	6.969039e-01	-1.771873e-02	3.134988e+00
6.280000000000004e-01	6.968691e-01	-1.775129e-02	3.139988e+00
6.290000000000004e-01	6.968343e-01	-1.778388e-02	3.144988e+00
6.300000000000004e-01	6.967995e-01	-1.781648e-02	3.149988e+00
6.310000000000004e-01	6.967646e-01	-1.784910e-02	3.154988e+00
6.320000000000005e-01	6.967297e-01	-1.788173e-02	3.159988e+00
6.330000000000005e-01	6.966949e-01	-1.791438e-02	3.164988e+00
6.340000000000005e-01	6.966599e-01	-1.794705e-02	3.169988e+00
6.350000000000005e-01	6.966250e-01	-1.797973e-02	3.174988e+00
6.360000000000005e-01	6.965901e-01	-1.801243e-02	3.179988e+00
6.370000000000005e-01	6.965551e-01	-1.804516e-02	3.184988e+00
6.380000000000005e-01	6.965201e-01	-1.807789e-02	3.189988e+00
6.390000000000005e-01	6.964851e-01	-1.811064e-02	3.194988e+00
6.400000000000005e-01	6.964501e-01	-1.814341e-02	3.199988e+00
6.410000000000005e-01	6.964150e-01	-1.817619e-02	3.204988e+00
6.420000000000005e-01	6.963800e-01	-1.820900e-02	3.209988e+00
6.430000000000005e-01	6.963449e-01	-1.824182e-02	3.214988e+00
6.440000000000005e-01	6.963097e-01	-1.827465e-02	3.219988e+00
6.450000000000005e-01	6.962746e-01	-1.830751e-02	3.224988e+00
6.460000000000005e-01	6.962395e-01	-1.834038e-02	3.229988e+00
6.470000000000005e-01	6.962044e-01	-1.837327e-02	3.234988e+00
6.480000000000005e-01	6.961691e-01	-1.840617e-02	3.239988e+00
6.490000000000005e-01	6.961340e-01	-1.843909e-02	3.244988e+00
6.500000000000005e-01	6.960987e-01	-1.847203e-02	3.249988e+00
6.510000000000005e-01	6.960635e-01	-1.850498e-02	3.254988e+00
6.520000000000005e-01	6.960282e-01	-1.853796e-02	3.259988e+00
6.530000000000005e-01	6.959929e-01	-1.857095e-02	3.264988e+00
6.540000000000005e-01	6.959577e-01	-1.860395e-02	3.269988e+00
6.550000000000005e-01	6.959224e-01	-1.863698e-02	3.274988e+00
6.560000000000005e-01	6.958870e-01	-1.867002e-02	3.279988e+00
6.570000000000005e-01	6.958517e-01	-1.870308e-02	3.284988e+00
6.580000000000005e-01	6.958163e-01	-1.873615e-02	3.289988e+00
6.590000000000005e-01	6.957809e-01	-1.876925e-02	3.294988e+00
6.600000000000005e-01	6.957455e-01	-1.880236e-02	3.299988e+00
6.610000000000005e-01	6.957101e-01	-1.883548e-02	3.304988e+00
6.620000000000005e-01	6.956746e-01	-1.886863e-02	3.309988e+00
6.630000000000005e-01	6.956391e-01	-1.890179e-02	3.314988e+00
6.640000000000005e-01	6.956036e-01	-1.893497e-02	3.319988e+00
6.650000000000005e-01	6.955681e-01	-1.896817e-02	3.324988e+00
6.660000000000005e-01	6.955326e-01	-1.900139e-02	3.329988e+00
6.670000000000005e-01	6.954970e-01	-1.903461e-02	3.334988e+00
6.680000000000005e-01	6.954615e-01	-1.906786e-02	3.339988e+00
6.690000000000005e-01	6.954259e-01	-1.910113e-02	3.344988e+00
6.700000000000005e-01	6.953903e-01	-1.913442e-02	3.349988e+00
6.710000000000005e-01	6.953546e-01	-1.916772e-02	3.354988e+00
6.720000000000005e-01	6.953190e-01	-1.920104e-02	3.359988e+00
6.730000000000005e-01	6.952833e-01	-1.923437e-02	3.364988e+00
6.740000000000005e-01	6.952477e-01	-1.926772e-02	3.369988e+00
6.750000000000005e-01	6.952119e-01	-1.930110e-02	3.374988e+00
6.760000000000005e-01	6.951762e-01	-1.933448e-02	3.379988e+00
6.770000000000005e-01	6.951404e-01	-1.936789e-02	3.384988e+00
6.780000000000005e-01	6.951047e-01	-1.940132e-02	3.389988e+00
6.790000000000005e-01	6.950689e-01	-1.943476e-02	3.394988e+00
6.800000000000005e-01	6.950331e-01	-1.946822e-02	3.399988e+00
6.810000000000005e-01	6.949973e-01	-1.950170e-02	3.404988e+00
6.820000000000005e-01	6.949614e-01	-1.953519e-02	3.409987e+00
6.830000000000005e-01	6.949255e-01	-1.956870e-02	3.414988e+00
6.840000000000005e-01	6.948896e-01	-1.960223e-02	3.419987e+00
6.850000000000005e-01	6.948537e-01	-1.963578e-02	3.424988e+00
6.860000000000005e-01	6.948178e-01	-1.966935e-02	3.429987e+00
6.870000000000005e-01	6.947818e-01	-1.970293e-02	3.434988e+00
6.880000000000005e-01	6.947458e-01	-1.973653e-02	3.439987e+00
6.890000000000005e-01	6.947098e-01	-1.977015e-02	3.444988e+00
6.900000000000005e-01	6.946738e-01	-1.980378e-02	3.449987e+00
6.910000000000005e-01	6.946378e-01	-1.983745e-02	3.454988e+00
6.920000000000005e-01	6.946018e-01	-1.987112e-02	3.459987e+00
6.930000000000005e-01	6.945657e-01	-1.990481e-02	3.464988e+00
6.940000000000005e-01	6.945296e-01	-1.993852e-02	3.469987e+00
6.950000000000005e-01	6.944935e-01	-1.997224e-02	3.474988e+00
6.960000000000005e-01	6.944574e-01	-2.000599e-02	3.479987e+00
6.970000000000005e-01	6.944212e-01	-2.003975e-02	3.484987e+00
6.980000000000005e-01	6.943850e-01	-2.007353e-02	3.489987e+00
6.990000000000005e-01	6.943488e-01	-2.010733e-02	3.494987e+00
7.000000000000005e-01	6.943126e-01	-2.014115e-02	3.499987e+00
7.010000000000005e-01	6.942763e-01	-2.017498e-02	3.504987e+00
7.020000000000005e-01	6.942401e-01	-2.020884e-02	3.509987e+00
7.030000000000005e-01	6.942038e-01	-2.024271e-02	3.514987e+00
7.040000000000005e-01	6.941675e-01	-2.027659e-02	3.519987e+00
7.050000000000005e-01	6.941312e-01	-2.031050e-02	3.524987e+00
7.060000000000005e-01	6.940948e-01	-2.034443e-02	3.529987e+00
7.070000000000005e-01	6.940585e-01	-2.037837e-02	3.534987e+00
7.080000000000005e-01	6.940221e-01	-2.041233e-02	3.539987e+00
7.090000000000005e-01	6.939857e-01	-2.044632e-02	3.544987e+00
7.100000000000005e-01	6.939493e-01	-2.048031e-02	3.549987e+00
7.110000000000005e-01	6.939129e-01	-2.051433e-02	3.554987e+00
7.120000000000005e-01	6.938764e-01	-2.054836e-02	3.559987e+00
7.130000000000005e-01	6.938399e-01	-2.058242e-02	3.564987e+00
7.140000000000005e-01	6.938034e-01	-2.061649e-02	3.569987e+00
7.150000000000005e-01	6.937668e-01	-2.065058e-02	3.574987e+00
7.160000000000005e-01	6.937303e-01	-2.068469e-02	3.579987e+00
7.170000000000005e-01	6.936937e-01	-2.071882e-02	3.584987e+00
7.180000000000005e-01	6.936572e-01	-2.075296e-02	3.589987e+00
7.190000000000005e-01	6.936205e-01	-2.078713e-02	3.594987e+00
7.200000000000005e-01	6.935839e-01	-2.082131e-02	3.599987e+00
7.210000000000005e-01	6.935472e-01	-2.085551e-02	3.604987e+00
7.220000000000005e-01	6.935105e-01	-2.088973e-02	3.609987e+00
7.230000000000005e-01	6.934739e-01	-2.092397e-02	3.614987e+00
7.240000000000005e-01	6.934372e-01	-2.095823e-02	3.619987e+00
7.250000000000005e-01	6.934004e-01	-2.099250e-02	3.624987e+00
7.260000000000005e-01	6.933637e-01	-2.102679e-02	3.629987e+00
7.270000000000005e-01	6.933268e-01	-2.106111e-02	3.634987e+00
7.280000000000005e-01	6.932901e-01	-2.109544e-02	3.639987e+00
7.290000000000005e-01	6.932532e-01	-2.112979e-02	3.644987e+00
7.300000000000005e-01	6.932164e-01	-2.116416e-02	3.649987e+00
7.310000000000005e-01	6.931795e-01	-2.119854e-02	3.654987e+00
7.320000000000005e-01	6.931427e-01	-2.123295e-02	3.659987e+00
7.330000000000005e-01	6.931057e-01	-2.126737e-02	3.664987e+00
7.340000000000005e-01	6.930688e-01	-2.130182e-02	3.669987e+00
7.350000000000005e-01	6.930318e-01	-2.133628e-02	3.674987e+00
7.360000000000005e-01	6.929948e-01	-2.137076e-02	3.679987e+00
7.370000000000005e-01	6.929579e-01	-2.140526e-02	3.684987e+00
7.380000000000005e-01	6.929209e-01	-2.143978e-02	3.689987e+00
7.390000000000005e-01	6.928838e-01	-2.147432e-02	3.694987e+00
7.400000000000005e-01	6.928468e-01	-2.150887e-02	3.699987e+00
7.410000000000005e-01	6.928096e-01	-2.154345e-02	3.704987e+00
7.420000000000005e-01	6.927726e-01	-2.157804e-02	3.709987e+00
7.430000000000005e-01	6.927354e-01	-2.161266e-02	3.714987e+00
7.440000000000005e-01	6.926983e-01	-2.164729e-02	3.719987e+00
7.450000000000006e-01	6.926611e-01	-2.168194e-02	3.724987e+00
7.460000000000006e-01	6.926239e-01	-2.171661e-02	3.729987e+00
7.470000000000006e-01	6.925867e-01	-2.175131e-02	3.734987e+00
7.480000000000006e-01	6.925495e-01	-2.178601e-02	3.739987e+00
7.490000000000006e-01	6.925122e-01	-2.182074e-02	3.744987e+00
7.500000000000006e-01	6.924750e-01	-2.185549e-02	3.749987e+00
7.510000000000006e-01	6.924376e-01	-2.189025e-02	3.754987e+00
7.520000000000006e-01	6.924003e-01	-2.192504e-02	3.759987e+00
7.530000000000006e-01	6.923630e-01	-2.195984e-02	3.764987e+00
7.540000000000006e-01	6.923256e-01	-2.199467e-02	3.769987e+00
7.550000000000006e-01	6.922882e-01	-2.202952e-02	3.774987e+00
7.560000000000006e-01	6.922508e-01	-2.206437e-02	3.779987e+00
7.570000000000006e-01	6.922134e-01	-2.209926e-02	3.784987e+00
7.580000000000006e-01	6.921759e-01	-2.213416e-02	3.789987e+00
7.590000000000006e-01	6.921384e-01	-2.216908e-02	3.794987e+00
7.600000000000006e-01	6.921009e-01	-2.220402e-02	3.799987e+00
7.610000000000006e-01	6.920635e-01	-2.223898e-02	3.804987e+00
7.620000000000006e-01	6.920259e-01	-2.227396e-02	3.809987e+00
7.630000000000006e-01	6.919883e-01	-2.230896e-02	3.814987e+00
7.640000000000006e-01	6.919507e-01	-2.234398e-02	3.819987e+00
7.650000000000006e-01	6.919131e-01	-2.237901e-02	3.824987e+00
7.660000000000006e-01	6.918755e-01	-2.241407e-02	3.829987e+00
7.670000000000006e-01	6.918378e-01	-2.244915e-02	3.834987e+00
7.680000000000006e-01	6.918002e-01	-2.248424e-02	3.839987e+00
7.690000000000006e-01	6.917624e-01	-2.251936e-02	3.844987e+00
7.700000000000006e-01	6.917248e-01	-2.255449e-02	3.849987e+00
7.710000000000006e-01	6.916870e-01	-2.258965e-02	3.854987e+00
7.720000000000006e-01	6.916493e-01	-2.262483e-02	3.859987e+00
7.730000000000006e-01	6.916115e-01	-2.266002e-02	3.864987e+00
