vset	V(vmeas)	I(R3)
5.150000000000003e-01	7.148302e-01	2.574989e+00
5.160000000000003e-01	7.148282e-01	2.579989e+00
5.170000000000003e-01	7.148262e-01	2.584989e+00
5.180000000000003e-01	7.148241e-01	2.589989e+00
5.190000000000003e-01	7.148222e-01	2.594989e+00
5.200000000000004e-01	7.148201e-01	2.599989e+00
5.210000000000004e-01	7.148181e-01	2.604989e+00
5.220000000000004e-01	7.148161e-01	2.609989e+00
5.230000000000004e-01	7.148141e-01	2.614989e+00
5.240000000000004e-01	7.148121e-01	2.619989e+00
5.250000000000004e-01	7.148101e-01	2.624989e+00
5.260000000000004e-01	7.148080e-01	2.629989e+00
5.270000000000004e-01	7.148060e-01	2.634989e+00
5.280000000000004e-01	7.148040e-01	2.639989e+00
5.290000000000004e-01	7.148020e-01	2.644989e+00
5.300000000000004e-01	7.147999e-01	2.649989e+00
5.310000000000004e-01	7.147979e-01	2.654989e+00
5.320000000000004e-01	7.147959e-01	2.659989e+00
5.330000000000004e-01	7.147939e-01	2.664989e+00
5.340000000000004e-01	7.147918e-01	2.669989e+00
5.350000000000004e-01	7.147898e-01	2.674989e+00
5.360000000000004e-01	7.147877e-01	2.679989e+00
5.370000000000004e-01	7.147857e-01	2.684989e+00
5.380000000000004e-01	7.147837e-01	2.689989e+00
5.390000000000004e-01	7.147816e-01	2.694989e+00
5.400000000000004e-01	7.147796e-01	2.699989e+00
5.410000000000004e-01	7.147775e-01	2.704989e+00
5.420000000000004e-01	7.147754e-01	2.709989e+00
5.430000000000004e-01	7.147734e-01	2.714989e+00
5.440000000000004e-01	7.147713e-01	2.719989e+00
5.450000000000004e-01	7.147693e-01	2.724989e+00
5.460000000000004e-01	7.147672e-01	2.729989e+00
5.470000000000004e-01	7.147652e-01	2.734989e+00
5.480000000000004e-01	7.147631e-01	2.739989e+00
5.490000000000004e-01	7.147610e-01	2.744989e+00
5.500000000000004e-01	7.147590e-01	2.749989e+00
5.510000000000004e-01	7.147569e-01	2.754989e+00
5.520000000000004e-01	7.147548e-01	2.759989e+00
5.530000000000004e-01	7.147527e-01	2.764989e+00
5.540000000000004e-01	7.147507e-01	2.769989e+00
5.550000000000004e-01	7.147486e-01	2.774989e+00
5.560000000000004e-01	7.147465e-01	2.779989e+00
5.570000000000004e-01	7.147444e-01	2.784989e+00
5.580000000000004e-01	7.147424e-01	2.789989e+00
5.590000000000004e-01	7.147403e-01	2.794989e+00
5.600000000000004e-01	7.147382e-01	2.799989e+00
5.610000000000004e-01	7.147361e-01	2.804989e+00
5.620000000000004e-01	7.147340e-01	2.809988e+00
5.630000000000004e-01	7.147319e-01	2.814989e+00
5.640000000000004e-01	7.147298e-01	2.819988e+00
5.650000000000004e-01	7.147277e-01	2.824989e+00
5.660000000000004e-01	7.147256e-01	2.829988e+00
5.670000000000004e-01	7.147235e-01	2.834988e+00
5.680000000000004e-01	7.147214e-01	2.839988e+00
5.690000000000004e-01	7.147193e-01	2.844988e+00
5.700000000000004e-01	7.147172e-01	2.849988e+00
5.710000000000004e-01	7.147151e-01	2.854988e+00
5.720000000000004e-01	7.147130e-01	2.859988e+00
5.730000000000004e-01	7.147109e-01	2.864988e+00
5.740000000000004e-01	7.147087e-01	2.869988e+00
5.750000000000004e-01	7.147067e-01	2.874988e+00
5.760000000000004e-01	7.147045e-01	2.879988e+00
5.770000000000004e-01	7.147024e-01	2.884988e+00
5.780000000000004e-01	7.147003e-01	2.889988e+00
5.790000000000004e-01	7.146981e-01	2.894988e+00
5.800000000000004e-01	7.146960e-01	2.899988e+00
5.810000000000004e-01	7.146939e-01	2.904988e+00
5.820000000000004e-01	7.146918e-01	2.909988e+00
5.830000000000004e-01	7.146896e-01	2.914988e+00
5.840000000000004e-01	7.146875e-01	2.919988e+00
5.850000000000004e-01	7.146853e-01	2.924988e+00
5.860000000000004e-01	7.146832e-01	2.929988e+00
5.870000000000004e-01	7.146810e-01	2.934988e+00
5.880000000000004e-01	7.146789e-01	2.939988e+00
5.890000000000004e-01	7.146767e-01	2.944988e+00
5.900000000000004e-01	7.146746e-01	2.949988e+00
5.910000000000004e-01	7.146724e-01	2.954988e+00
5.920000000000004e-01	7.146703e-01	2.959988e+00
5.930000000000004e-01	7.146682e-01	2.964988e+00
5.940000000000004e-01	7.146660e-01	2.969988e+00
5.950000000000004e-01	7.146638e-01	2.974988e+00
5.960000000000004e-01	7.146617e-01	2.979988e+00
5.970000000000004e-01	7.146595e-01	2.984988e+00
5.980000000000004e-01	7.146573e-01	2.989988e+00
5.990000000000004e-01	7.146552e-01	2.994988e+00
6.000000000000004e-01	7.146530e-01	2.999988e+00
6.010000000000004e-01	7.146508e-01	3.004988e+00
6.020000000000004e-01	7.146487e-01	3.009988e+00
6.030000000000004e-01	7.146465e-01	3.014988e+00
6.040000000000004e-01	7.146443e-01	3.019988e+00
6.050000000000004e-01	7.146421e-01	3.024988e+00
6.060000000000004e-01	7.146399e-01	3.029988e+00
6.070000000000004e-01	7.146378e-01	3.034988e+00
6.080000000000004e-01	7.146356e-01	3.039988e+00
6.090000000000004e-01	7.146333e-01	3.044988e+00
6.100000000000004e-01	7.146311e-01	3.049988e+00
6.110000000000004e-01	7.146290e-01	3.054988e+00
6.120000000000004e-01	7.146268e-01	3.059988e+00
6.130000000000004e-01	7.146246e-01	3.064988e+00
6.140000000000004e-01	7.146224e-01	3.069988e+00
6.150000000000004e-01	7.146202e-01	3.074988e+00
6.160000000000004e-01	7.146180e-01	3.079988e+00
6.170000000000004e-01	7.146158e-01	3.084988e+00
6.180000000000004e-01	7.146136e-01	3.089988e+00
6.190000000000004e-01	7.146114e-01	3.094988e+00
6.200000000000004e-01	7.146091e-01	3.099988e+00
6.210000000000004e-01	7.146069e-01	3.104988e+00
6.220000000000004e-01	7.146047e-01	3.109988e+00
6.230000000000004e-01	7.146025e-01	3.114988e+00
6.240000000000004e-01	7.146003e-01	3.119988e+00
6.250000000000004e-01	7.145980e-01	3.124988e+00
6.260000000000004e-01	7.145958e-01	3.129988e+00
6.270000000000004e-01	7.145936e-01	3.134988e+00
6.280000000000004e-01	7.145913e-01	3.139988e+00
6.290000000000004e-01	7.145891e-01	3.144988e+00
6.300000000000004e-01	7.145869e-01	3.149988e+00
6.310000000000004e-01	7.145846e-01	3.154988e+00
6.320000000000005e-01	7.145824e-01	3.159988e+00
6.330000000000005e-01	7.145801e-01	3.164988e+00
6.340000000000005e-01	7.145779e-01	3.169988e+00
6.350000000000005e-01	7.145756e-01	3.174988e+00
6.360000000000005e-01	7.145734e-01	3.179988e+00
6.370000000000005e-01	7.145711e-01	3.184988e+00
6.380000000000005e-01	7.145689e-01	3.189988e+00
6.390000000000005e-01	7.145666e-01	3.194988e+00
6.400000000000005e-01	7.145644e-01	3.199988e+00
6.410000000000005e-01	7.145621e-01	3.204988e+00
6.420000000000005e-01	7.145599e-01	3.209988e+00
6.430000000000005e-01	7.145576e-01	3.214988e+00
6.440000000000005e-01	7.145553e-01	3.219988e+00
6.450000000000005e-01	7.145531e-01	3.224988e+00
6.460000000000005e-01	7.145508e-01	3.229988e+00
6.470000000000005e-01	7.145485e-01	3.234988e+00
6.480000000000005e-01	7.145462e-01	3.239988e+00
6.490000000000005e-01	7.145439e-01	3.244988e+00
6.500000000000005e-01	7.145417e-01	3.249988e+00
6.510000000000005e-01	7.145393e-01	3.254988e+00
6.520000000000005e-01	7.145371e-01	3.259988e+00
6.530000000000005e-01	7.145348e-01	3.264988e+00
6.540000000000005e-01	7.145325e-01	3.269988e+00
6.550000000000005e-01	7.145302e-01	3.274988e+00
6.560000000000005e-01	7.145279e-01	3.279988e+00
6.570000000000005e-01	7.145256e-01	3.284988e+00
6.580000000000005e-01	7.145233e-01	3.289988e+00
6.590000000000005e-01	7.145210e-01	3.294988e+00
6.600000000000005e-01	7.145187e-01	3.299988e+00
6.610000000000005e-01	7.145164e-01	3.304988e+00
6.620000000000005e-01	7.145141e-01	3.309988e+00
6.630000000000005e-01	7.145118e-01	3.314988e+00
6.640000000000005e-01	7.145094e-01	3.319988e+00
6.650000000000005e-01	7.145072e-01	3.324988e+00
6.660000000000005e-01	7.145048e-01	3.329988e+00
6.670000000000005e-01	7.145025e-01	3.334988e+00
6.680000000000005e-01	7.145002e-01	3.339988e+00
6.690000000000005e-01	7.144979e-01	3.344988e+00
6.700000000000005e-01	7.144955e-01	3.349988e+00
6.710000000000005e-01	7.144932e-01	3.354988e+00
6.720000000000005e-01	7.144908e-01	3.359988e+00
6.730000000000005e-01	7.144885e-01	3.364988e+00
6.740000000000005e-01	7.144862e-01	3.369988e+00
6.750000000000005e-01	7.144839e-01	3.374988e+00
6.760000000000005e-01	7.144815e-01	3.379988e+00
6.770000000000005e-01	7.144791e-01	3.384988e+00
6.780000000000005e-01	7.144768e-01	3.389988e+00
6.790000000000005e-01	7.144744e-01	3.394988e+00
6.800000000000005e-01	7.144721e-01	3.399988e+00
6.810000000000005e-01	7.144697e-01	3.404988e+00
6.820000000000005e-01	7.144674e-01	3.409987e+00
6.830000000000005e-01	7.144650e-01	3.414988e+00
6.840000000000005e-01	7.144626e-01	3.419987e+00
6.850000000000005e-01	7.144603e-01	3.424988e+00
6.860000000000005e-01	7.144579e-01	3.429987e+00
6.870000000000005e-01	7.144555e-01	3.434988e+00
6.880000000000005e-01	7.144532e-01	3.439987e+00
6.890000000000005e-01	7.144508e-01	3.444988e+00
6.900000000000005e-01	7.144485e-01	3.449987e+00
6.910000000000005e-01	7.144461e-01	3.454988e+00
6.920000000000005e-01	7.144437e-01	3.459987e+00
6.930000000000005e-01	7.144413e-01	3.464988e+00
6.940000000000005e-01	7.144389e-01	3.469987e+00
6.950000000000005e-01	7.144365e-01	3.474988e+00
6.960000000000005e-01	7.144341e-01	3.479987e+00
6.970000000000005e-01	7.144317e-01	3.484987e+00
6.980000000000005e-01	7.144293e-01	3.489987e+00
6.990000000000005e-01	7.144269e-01	3.494987e+00
7.000000000000005e-01	7.144245e-01	3.499987e+00
7.010000000000005e-01	7.144221e-01	3.504987e+00
7.020000000000005e-01	7.144197e-01	3.509987e+00
7.030000000000005e-01	7.144173e-01	3.514987e+00
7.040000000000005e-01	7.144149e-01	3.519987e+00
7.050000000000005e-01	7.144125e-01	3.524987e+00
7.060000000000005e-01	7.144101e-01	3.529987e+00
7.070000000000005e-01	7.144076e-01	3.534987e+00
7.080000000000005e-01	7.144052e-01	3.539987e+00
7.090000000000005e-01	7.144028e-01	3.544987e+00
7.100000000000005e-01	7.144004e-01	3.549987e+00
7.110000000000005e-01	7.143979e-01	3.554987e+00
7.120000000000005e-01	7.143955e-01	3.559987e+00
7.130000000000005e-01	7.143931e-01	3.564987e+00
7.140000000000005e-01	7.143906e-01	3.569987e+00
7.150000000000005e-01	7.143882e-01	3.574987e+00
7.160000000000005e-01	7.143857e-01	3.579987e+00
7.170000000000005e-01	7.143833e-01	3.584987e+00
7.180000000000005e-01	7.143809e-01	3.589987e+00
7.190000000000005e-01	7.143784e-01	3.594987e+00
7.200000000000005e-01	7.143759e-01	3.599987e+00
7.210000000000005e-01	7.143735e-01	3.604987e+00
7.220000000000005e-01	7.143710e-01	3.609987e+00
7.230000000000005e-01	7.143686e-01	3.614987e+00
7.240000000000005e-01	7.143661e-01	3.619987e+00
7.250000000000005e-01	7.143636e-01	3.624987e+00
7.260000000000005e-01	7.143611e-01	3.629987e+00
7.270000000000005e-01	7.143587e-01	3.634987e+00
7.280000000000005e-01	7.143562e-01	3.639987e+00
7.290000000000005e-01	7.143537e-01	3.644987e+00
7.300000000000005e-01	7.143512e-01	3.649987e+00
7.310000000000005e-01	7.143488e-01	3.654987e+00
7.320000000000005e-01	7.143463e-01	3.659987e+00
7.330000000000005e-01	7.143438e-01	3.664987e+00
7.340000000000005e-01	7.143413e-01	3.669987e+00
7.350000000000005e-01	7.143388e-01	3.674987e+00
7.360000000000005e-01	7.143363e-01	3.679987e+00
7.370000000000005e-01	7.143338e-01	3.684987e+00
7.380000000000005e-01	7.143313e-01	3.689987e+00
7.390000000000005e-01	7.143288e-01	3.694987e+00
7.400000000000005e-01	7.143263e-01	3.699987e+00
7.410000000000005e-01	7.143238e-01	3.704987e+00
7.420000000000005e-01	7.143213e-01	3.709987e+00
7.430000000000005e-01	7.143188e-01	3.714987e+00
7.440000000000005e-01	7.143162e-01	3.719987e+00
7.450000000000006e-01	7.143137e-01	3.724987e+00
7.460000000000006e-01	7.143112e-01	3.729987e+00
7.470000000000006e-01	7.143087e-01	3.734987e+00
7.480000000000006e-01	7.143062e-01	3.739987e+00
7.490000000000006e-01	7.143037e-01	3.744987e+00
7.500000000000006e-01	7.143011e-01	3.749987e+00
7.510000000000006e-01	7.142985e-01	3.754987e+00
7.520000000000006e-01	7.142960e-01	3.759987e+00
7.530000000000006e-01	7.142935e-01	3.764987e+00
7.540000000000006e-01	7.142910e-01	3.769987e+00
7.550000000000006e-01	7.142884e-01	3.774987e+00
7.560000000000006e-01	7.142859e-01	3.779987e+00
7.570000000000006e-01	7.142833e-01	3.784987e+00
7.580000000000006e-01	7.142807e-01	3.789987e+00
7.590000000000006e-01	7.142782e-01	3.794987e+00
7.600000000000006e-01	7.142757e-01	3.799987e+00
7.610000000000006e-01	7.142731e-01	3.804987e+00
7.620000000000006e-01	7.142705e-01	3.809987e+00
7.630000000000006e-01	7.142679e-01	3.814987e+00
7.640000000000006e-01	7.142653e-01	3.819987e+00
7.650000000000006e-01	7.142628e-01	3.824987e+00
7.660000000000006e-01	7.142602e-01	3.829987e+00
7.670000000000006e-01	7.142577e-01	3.834987e+00
7.680000000000006e-01	7.142550e-01	3.839987e+00
7.690000000000006e-01	7.142525e-01	3.844987e+00
7.700000000000006e-01	7.142499e-01	3.849987e+00
7.710000000000006e-01	7.142473e-01	3.854987e+00
7.720000000000006e-01	7.142447e-01	3.859987e+00
7.730000000000006e-01	7.142421e-01	3.864987e+00
7.740000000000006e-01	7.142395e-01	3.869987e+00
7.750000000000006e-01	7.142369e-01	3.874987e+00
7.760000000000006e-01	7.142343e-01	3.879987e+00
7.770000000000006e-01	7.142317e-01	3.884987e+00
7.780000000000006e-01	7.142290e-01	3.889987e+00
7.790000000000006e-01	7.142265e-01	3.894987e+00
7.800000000000006e-01	7.142239e-01	3.899987e+00
7.810000000000006e-01	7.142212e-01	3.904987e+00
7.820000000000006e-01	7.142186e-01	3.909987e+00
7.830000000000006e-01	7.142160e-01	3.914987e+00
7.840000000000006e-01	7.142134e-01	3.919987e+00
7.850000000000006e-01	7.142107e-01	3.924987e+00
7.860000000000006e-01	7.142081e-01	3.929987e+00
7.870000000000006e-01	7.142054e-01	3.934987e+00
7.880000000000006e-01	7.142028e-01	3.939987e+00
7.890000000000006e-01	7.142002e-01	3.944987e+00
7.900000000000006e-01	7.141975e-01	3.949987e+00
7.910000000000006e-01	7.141949e-01	3.954987e+00
7.920000000000006e-01	7.141922e-01	3.959987e+00
7.930000000000006e-01	7.141896e-01	3.964987e+00
7.940000000000006e-01	7.141869e-01	3.969987e+00
7.950000000000006e-01	7.141843e-01	3.974987e+00
7.960000000000006e-01	7.141816e-01	3.979987e+00
7.970000000000006e-01	7.141789e-01	3.984987e+00
7.980000000000006e-01	7.141762e-01	3.989987e+00
7.990000000000006e-01	7.141736e-01	3.994987e+00
8.000000000000006e-01	7.141709e-01	3.999987e+00
8.010000000000006e-01	7.141683e-01	4.004987e+00
8.020000000000006e-01	7.141656e-01	4.009986e+00
8.030000000000006e-01	7.141629e-01	4.014987e+00
8.040000000000006e-01	7.141602e-01	4.019987e+00
8.050000000000006e-01	7.141575e-01	4.024987e+00
8.060000000000006e-01	7.141548e-01	4.029986e+00
8.070000000000006e-01	7.141521e-01	4.034986e+00
8.080000000000006e-01	7.141494e-01	4.039987e+00
8.090000000000006e-01	7.141467e-01	4.044987e+00
8.100000000000006e-01	7.141440e-01	4.049986e+00
8.110000000000006e-01	7.141413e-01	4.054986e+00
8.120000000000006e-01	7.141386e-01	4.059987e+00
8.130000000000006e-01	7.141359e-01	4.064987e+00
8.140000000000006e-01	7.141331e-01	4.069986e+00
8.150000000000006e-01	7.141305e-01	4.074986e+00
8.160000000000006e-01	7.141277e-01	4.079987e+00
8.170000000000006e-01	7.141250e-01	4.084987e+00
8.180000000000006e-01	7.141223e-01	4.089986e+00
8.190000000000006e-01	7.141196e-01	4.094986e+00
8.200000000000006e-01	7.141168e-01	4.099987e+00
8.210000000000006e-01	7.141141e-01	4.104987e+00
8.220000000000006e-01	7.141113e-01	4.109986e+00
8.230000000000006e-01	7.141086e-01	4.114986e+00
8.240000000000006e-01	7.141058e-01	4.119987e+00
8.250000000000006e-01	7.141031e-01	4.124987e+00
8.260000000000006e-01	7.141004e-01	4.129986e+00
8.270000000000006e-01	7.140976e-01	4.134986e+00
8.280000000000006e-01	7.140948e-01	4.139987e+00
8.290000000000006e-01	7.140921e-01	4.144987e+00
8.300000000000006e-01	7.140893e-01	4.149986e+00
8.310000000000006e-01	7.140865e-01	4.154986e+00
8.320000000000006e-01	7.140837e-01	4.159986e+00
8.330000000000006e-01	7.140810e-01	4.164987e+00
8.340000000000006e-01	7.140782e-01	4.169986e+00
8.350000000000006e-01	7.140754e-01	4.174986e+00
8.360000000000006e-01	7.140726e-01	4.179986e+00
8.370000000000006e-01	7.140698e-01	4.184987e+00
8.380000000000006e-01	7.140670e-01	4.189986e+00
8.390000000000006e-01	7.140642e-01	4.194986e+00
8.400000000000006e-01	7.140614e-01	4.199986e+00
8.410000000000006e-01	7.140586e-01	4.204987e+00
8.420000000000006e-01	7.140558e-01	4.209986e+00
8.430000000000006e-01	7.140530e-01	4.214986e+00
8.440000000000006e-01	7.140502e-01	4.219986e+00
8.450000000000006e-01	7.140474e-01	4.224986e+00
8.460000000000006e-01	7.140446e-01	4.229986e+00
8.470000000000006e-01	7.140418e-01	4.234986e+00
8.480000000000006e-01	7.140390e-01	4.239986e+00
8.490000000000006e-01	7.140362e-01	4.244986e+00
8.500000000000006e-01	7.140333e-01	4.249986e+00
8.510000000000006e-01	7.140305e-01	4.254986e+00
8.520000000000006e-01	7.140276e-01	4.259986e+00
8.530000000000006e-01	7.140248e-01	4.264986e+00
8.540000000000006e-01	7.140220e-01	4.269986e+00
8.550000000000006e-01	7.140191e-01	4.274986e+00
8.560000000000006e-01	7.140163e-01	4.279986e+00
8.570000000000007e-01	7.140135e-01	4.284986e+00
8.580000000000007e-01	7.140106e-01	4.289986e+00
8.590000000000007e-01	7.140077e-01	4.294986e+00
8.600000000000007e-01	7.140049e-01	4.299986e+00
8.610000000000007e-01	7.140020e-01	4.304986e+00
8.620000000000007e-01	7.139992e-01	4.309986e+00
8.630000000000007e-01	7.139962e-01	4.314986e+00
8.640000000000007e-01	7.139934e-01	4.319986e+00
8.650000000000007e-01	7.139905e-01	4.324986e+00
8.660000000000007e-01	7.139876e-01	4.329986e+00
8.670000000000007e-01	7.139847e-01	4.334986e+00
8.680000000000007e-01	7.139819e-01	4.339986e+00
8.690000000000007e-01	7.139789e-01	4.344986e+00
8.700000000000007e-01	7.139761e-01	4.349986e+00
8.710000000000007e-01	7.139732e-01	4.354986e+00
8.720000000000007e-01	7.139702e-01	4.359986e+00
8.730000000000007e-01	7.139674e-01	4.364986e+00
8.740000000000007e-01	7.139645e-01	4.369986e+00
8.750000000000007e-01	7.139615e-01	4.374986e+00
8.760000000000007e-01	7.139586e-01	4.379986e+00
8.770000000000007e-01	7.139557e-01	4.384986e+00
8.780000000000007e-01	7.139528e-01	4.389986e+00
8.790000000000007e-01	7.139499e-01	4.394986e+00
8.800000000000007e-01	7.139469e-01	4.399986e+00
8.810000000000007e-01	7.139440e-01	4.404986e+00
8.820000000000007e-01	7.139411e-01	4.409986e+00
8.830000000000007e-01	7.139381e-01	4.414986e+00
8.840000000000007e-01	7.139352e-01	4.419986e+00
8.850000000000007e-01	7.139323e-01	4.424986e+00
8.860000000000007e-01	7.139293e-01	4.429986e+00
8.870000000000007e-01	7.139264e-01	4.434986e+00
8.880000000000007e-01	7.139234e-01	4.439986e+00
8.890000000000007e-01	7.139204e-01	4.444986e+00
8.900000000000007e-01	7.139175e-01	4.449986e+00
8.910000000000007e-01	7.139145e-01	4.454986e+00
8.920000000000007e-01	7.139115e-01	4.459986e+00
8.930000000000007e-01	7.139086e-01	4.464986e+00
8.940000000000007e-01	7.139056e-01	4.469986e+00
8.950000000000007e-01	7.139026e-01	4.474986e+00
8.960000000000007e-01	7.138996e-01	4.479986e+00
8.970000000000007e-01	7.138966e-01	4.484986e+00
8.980000000000007e-01	7.138937e-01	4.489986e+00
8.990000000000007e-01	7.138907e-01	4.494986e+00
9.000000000000007e-01	7.138876e-01	4.499986e+00
9.010000000000007e-01	7.138847e-01	4.504986e+00
9.020000000000007e-01	7.138817e-01	4.509986e+00
9.030000000000007e-01	7.138786e-01	4.514986e+00
9.040000000000007e-01	7.138757e-01	4.519986e+00
9.050000000000007e-01	7.138726e-01	4.524986e+00
9.060000000000007e-01	7.138696e-01	4.529986e+00
9.070000000000007e-01	7.138666e-01	4.534986e+00
9.080000000000007e-01	7.138636e-01	4.539986e+00
9.090000000000007e-01	7.138605e-01	4.544986e+00
9.100000000000007e-01	7.138575e-01	4.549986e+00
9.110000000000007e-01	7.138544e-01	4.554986e+00
9.120000000000007e-01	7.138514e-01	4.559986e+00
9.130000000000007e-01	7.138484e-01	4.564986e+00
9.140000000000007e-01	7.138453e-01	4.569986e+00
9.150000000000007e-01	7.138423e-01	4.574986e+00
9.160000000000007e-01	7.138392e-01	4.579986e+00
9.170000000000007e-01	7.138361e-01	4.584986e+00
9.180000000000007e-01	7.138331e-01	4.589986e+00
9.190000000000007e-01	7.138301e-01	4.594986e+00
9.200000000000007e-01	7.138270e-01	4.599986e+00
9.210000000000007e-01	7.138239e-01	4.604986e+00
9.220000000000007e-01	7.138208e-01	4.609986e+00
9.230000000000007e-01	7.138177e-01	4.614986e+00
9.240000000000007e-01	7.138147e-01	4.619986e+00
9.250000000000007e-01	7.138116e-01	4.624986e+00
9.260000000000007e-01	7.138085e-01	4.629986e+00
9.270000000000007e-01	7.138054e-01	4.634985e+00
9.280000000000007e-01	7.138023e-01	4.639986e+00
9.290000000000007e-01	7.137992e-01	4.644986e+00
9.300000000000007e-01	7.137961e-01	4.649986e+00
9.310000000000007e-01	7.137930e-01	4.654985e+00
9.320000000000007e-01	7.137898e-01	4.659986e+00
9.330000000000007e-01	7.137867e-01	4.664986e+00
9.340000000000007e-01	7.137836e-01	4.669986e+00
9.350000000000007e-01	7.137805e-01	4.674985e+00
9.360000000000007e-01	7.137774e-01	4.679986e+00
9.370000000000007e-01	7.137742e-01	4.684986e+00
9.380000000000007e-01	7.137711e-01	4.689986e+00
9.390000000000007e-01	7.137679e-01	4.694985e+00
9.400000000000007e-01	7.137648e-01	4.699986e+00
9.410000000000007e-01	7.137616e-01	4.704986e+00
9.420000000000007e-01	7.137585e-01	4.709986e+00
9.430000000000007e-01	7.137554e-01	4.714985e+00
9.440000000000007e-01	7.137522e-01	4.719985e+00
9.450000000000007e-01	7.137490e-01	4.724986e+00
9.460000000000007e-01	7.137458e-01	4.729986e+00
9.470000000000007e-01	7.137427e-01	4.734985e+00
9.480000000000007e-01	7.137395e-01	4.739985e+00
9.490000000000007e-01	7.137364e-01	4.744986e+00
9.500000000000007e-01	7.137331e-01	4.749986e+00
9.510000000000007e-01	7.137300e-01	4.754985e+00
9.520000000000007e-01	7.137268e-01	4.759985e+00
9.530000000000007e-01	7.137236e-01	4.764986e+00
9.540000000000007e-01	7.137204e-01	4.769986e+00
9.550000000000007e-01	7.137172e-01	4.774985e+00
9.560000000000007e-01	7.137139e-01	4.779985e+00
9.570000000000007e-01	7.137108e-01	4.784986e+00
9.580000000000007e-01	7.137076e-01	4.789986e+00
9.590000000000007e-01	7.137043e-01	4.794985e+00
9.600000000000007e-01	7.137011e-01	4.799985e+00
9.610000000000007e-01	7.136979e-01	4.804986e+00
9.620000000000007e-01	7.136946e-01	4.809986e+00
9.630000000000007e-01	7.136914e-01	4.814985e+00
9.640000000000007e-01	7.136882e-01	4.819985e+00
9.650000000000007e-01	7.136849e-01	4.824986e+00
9.660000000000007e-01	7.136817e-01	4.829986e+00
9.670000000000007e-01	7.136784e-01	4.834985e+00
9.680000000000007e-01	7.136752e-01	4.839985e+00
9.690000000000007e-01	7.136719e-01	4.844985e+00
9.700000000000008e-01	7.136686e-01	4.849985e+00
9.710000000000008e-01	7.136654e-01	4.854985e+00
9.720000000000008e-01	7.136621e-01	4.859985e+00
9.730000000000008e-01	7.136589e-01	4.864985e+00
9.740000000000008e-01	7.136556e-01	4.869985e+00
9.750000000000008e-01	7.136523e-01	4.874985e+00
9.760000000000008e-01	7.136490e-01	4.879985e+00
9.770000000000008e-01	7.136457e-01	4.884985e+00
9.780000000000008e-01	7.136424e-01	4.889985e+00
9.790000000000008e-01	7.136391e-01	4.894985e+00
9.800000000000008e-01	7.136358e-01	4.899985e+00
9.810000000000008e-01	7.136325e-01	4.904985e+00
9.820000000000008e-01	7.136292e-01	4.909985e+00
9.830000000000008e-01	7.136259e-01	4.914985e+00
9.840000000000008e-01	7.136226e-01	4.919985e+00
9.850000000000008e-01	7.136192e-01	4.924985e+00
9.860000000000008e-01	7.136160e-01	4.929985e+00
9.870000000000008e-01	7.136126e-01	4.934985e+00
9.880000000000008e-01	7.136093e-01	4.939985e+00
9.890000000000008e-01	7.136059e-01	4.944985e+00
9.900000000000008e-01	7.136026e-01	4.949985e+00
9.910000000000008e-01	7.135992e-01	4.954985e+00
9.920000000000008e-01	7.135959e-01	4.959985e+00
9.930000000000008e-01	7.135925e-01	4.964985e+00
9.940000000000008e-01	7.135891e-01	4.969985e+00
9.950000000000008e-01	7.135858e-01	4.974985e+00
9.960000000000008e-01	7.135824e-01	4.979985e+00
9.970000000000008e-01	7.135791e-01	4.984985e+00
9.980000000000008e-01	7.135757e-01	4.989985e+00
9.990000000000008e-01	7.135723e-01	4.994985e+00
1.000000000000001e+00	7.135689e-01	4.999985e+00
1.001000000000001e+00	7.135655e-01	5.004985e+00
1.002000000000000e+00	7.135621e-01	5.009985e+00
1.003000000000000e+00	7.135587e-01	5.014985e+00
1.004000000000000e+00	7.135553e-01	5.019985e+00
1.005000000000000e+00	7.135519e-01	5.024985e+00
1.006000000000000e+00	7.135485e-01	5.029985e+00
1.007000000000000e+00	7.135451e-01	5.034985e+00
1.008000000000000e+00	7.135416e-01	5.039985e+00
1.009000000000000e+00	7.135382e-01	5.044985e+00
1.010000000000000e+00	7.135348e-01	5.049985e+00
1.010999999999999e+00	7.135314e-01	5.054985e+00
1.011999999999999e+00	7.135279e-01	5.059985e+00
1.012999999999999e+00	7.135245e-01	5.064985e+00
1.013999999999999e+00	7.135210e-01	5.069985e+00
1.014999999999999e+00	7.135176e-01	5.074985e+00
1.015999999999999e+00	7.135141e-01	5.079985e+00
1.016999999999999e+00	7.135106e-01	5.084985e+00
1.017999999999999e+00	7.135072e-01	5.089985e+00
1.018999999999999e+00	7.135037e-01	5.094985e+00
1.019999999999998e+00	7.135003e-01	5.099985e+00
1.020999999999998e+00	7.134967e-01	5.104985e+00
1.021999999999998e+00	7.134933e-01	5.109985e+00
1.022999999999998e+00	7.134898e-01	5.114985e+00
1.023999999999998e+00	7.134863e-01	5.119985e+00
1.024999999999998e+00	7.134828e-01	5.124985e+00
1.025999999999998e+00	7.134793e-01	5.129985e+00
1.026999999999998e+00	7.134758e-01	5.134985e+00
1.027999999999998e+00	7.134723e-01	5.139985e+00
1.028999999999997e+00	7.134688e-01	5.144985e+00
1.029999999999997e+00	7.134653e-01	5.149985e+00
1.030999999999997e+00	7.134618e-01	5.154985e+00
