vset	V(vmeas)	I(R3)
1.031999999999997e+00	7.134582e-01	5.159985e+00
1.032999999999997e+00	7.134547e-01	5.164985e+00
1.033999999999997e+00	7.134511e-01	5.169985e+00
1.034999999999997e+00	7.134476e-01	5.174985e+00
1.035999999999997e+00	7.134441e-01	5.179985e+00
1.036999999999997e+00	7.134405e-01	5.184985e+00
1.037999999999996e+00	7.134370e-01	5.189985e+00
1.038999999999996e+00	7.134334e-01	5.194985e+00
1.039999999999996e+00	7.134298e-01	5.199985e+00
1.040999999999996e+00	7.134262e-01	5.204985e+00
1.041999999999996e+00	7.134227e-01	5.209985e+00
1.042999999999996e+00	7.134191e-01	5.214985e+00
1.043999999999996e+00	7.134155e-01	5.219985e+00
1.044999999999996e+00	7.134119e-01	5.224985e+00
1.045999999999996e+00	7.134084e-01	5.229985e+00
1.046999999999995e+00	7.134047e-01	5.234985e+00
1.047999999999995e+00	7.134011e-01	5.239985e+00
1.048999999999995e+00	7.133975e-01	5.244985e+00
1.049999999999995e+00	7.133939e-01	5.249985e+00
1.050999999999995e+00	7.133903e-01	5.254985e+00
1.051999999999995e+00	7.133867e-01	5.259985e+00
1.052999999999995e+00	7.133830e-01	5.264985e+00
1.053999999999995e+00	7.133794e-01	5.269985e+00
1.054999999999995e+00	7.133757e-01	5.274985e+00
1.055999999999994e+00	7.133721e-01	5.279984e+00
1.056999999999994e+00	7.133685e-01	5.284985e+00
1.057999999999994e+00	7.133648e-01	5.289985e+00
1.058999999999994e+00	7.133611e-01	5.294985e+00
1.059999999999994e+00	7.133575e-01	5.299984e+00
1.060999999999994e+00	7.133538e-01	5.304985e+00
1.061999999999994e+00	7.133502e-01	5.309985e+00
1.062999999999994e+00	7.133465e-01	5.314985e+00
1.063999999999994e+00	7.133428e-01	5.319984e+00
1.064999999999994e+00	7.133391e-01	5.324985e+00
1.065999999999993e+00	7.133355e-01	5.329985e+00
1.066999999999993e+00	7.133318e-01	5.334985e+00
1.067999999999993e+00	7.133281e-01	5.339984e+00
1.068999999999993e+00	7.133244e-01	5.344985e+00
1.069999999999993e+00	7.133206e-01	5.349985e+00
1.070999999999993e+00	7.133169e-01	5.354985e+00
1.071999999999993e+00	7.133132e-01	5.359984e+00
1.072999999999993e+00	7.133095e-01	5.364985e+00
1.073999999999993e+00	7.133057e-01	5.369985e+00
1.074999999999992e+00	7.133020e-01	5.374985e+00
1.075999999999992e+00	7.132983e-01	5.379984e+00
1.076999999999992e+00	7.132945e-01	5.384984e+00
1.077999999999992e+00	7.132908e-01	5.389985e+00
1.078999999999992e+00	7.132870e-01	5.394985e+00
1.079999999999992e+00	7.132832e-01	5.399984e+00
1.080999999999992e+00	7.132795e-01	5.404984e+00
1.081999999999992e+00	7.132757e-01	5.409985e+00
1.082999999999992e+00	7.132719e-01	5.414985e+00
1.083999999999991e+00	7.132682e-01	5.419984e+00
1.084999999999991e+00	7.132643e-01	5.424984e+00
1.085999999999991e+00	7.132606e-01	5.429985e+00
1.086999999999991e+00	7.132568e-01	5.434985e+00
1.087999999999991e+00	7.132530e-01	5.439984e+00
1.088999999999991e+00	7.132492e-01	5.444984e+00
1.089999999999991e+00	7.132454e-01	5.449985e+00
1.090999999999991e+00	7.132416e-01	5.454985e+00
1.091999999999991e+00	7.132377e-01	5.459984e+00
1.092999999999990e+00	7.132339e-01	5.464984e+00
1.093999999999990e+00	7.132301e-01	5.469985e+00
1.094999999999990e+00	7.132263e-01	5.474985e+00
1.095999999999990e+00	7.132224e-01	5.479984e+00
1.096999999999990e+00	7.132185e-01	5.484984e+00
1.097999999999990e+00	7.132147e-01	5.489985e+00
1.098999999999990e+00	7.132108e-01	5.494984e+00
1.099999999999990e+00	7.132069e-01	5.499984e+00
1.100999999999990e+00	7.132031e-01	5.504984e+00
1.101999999999989e+00	7.131992e-01	5.509984e+00
1.102999999999989e+00	7.131953e-01	5.514984e+00
1.103999999999989e+00	7.131914e-01	5.519984e+00
1.104999999999989e+00	7.131876e-01	5.524984e+00
1.105999999999989e+00	7.131836e-01	5.529984e+00
1.106999999999989e+00	7.131798e-01	5.534984e+00
1.107999999999989e+00	7.131758e-01	5.539984e+00
1.108999999999989e+00	7.131720e-01	5.544984e+00
1.109999999999989e+00	7.131680e-01	5.549984e+00
1.110999999999988e+00	7.131641e-01	5.554984e+00
1.111999999999988e+00	7.131602e-01	5.559984e+00
1.112999999999988e+00	7.131562e-01	5.564984e+00
1.113999999999988e+00	7.131523e-01	5.569984e+00
1.114999999999988e+00	7.131484e-01	5.574984e+00
1.115999999999988e+00	7.131444e-01	5.579984e+00
1.116999999999988e+00	7.131404e-01	5.584984e+00
1.117999999999988e+00	7.131365e-01	5.589984e+00
1.118999999999988e+00	7.131325e-01	5.594984e+00
1.119999999999987e+00	7.131286e-01	5.599984e+00
1.120999999999987e+00	7.131246e-01	5.604984e+00
1.121999999999987e+00	7.131206e-01	5.609984e+00
1.122999999999987e+00	7.131166e-01	5.614984e+00
1.123999999999987e+00	7.131126e-01	5.619984e+00
1.124999999999987e+00	7.131086e-01	5.624984e+00
1.125999999999987e+00	7.131046e-01	5.629984e+00
1.126999999999987e+00	7.131006e-01	5.634984e+00
1.127999999999987e+00	7.130966e-01	5.639984e+00
1.128999999999986e+00	7.130925e-01	5.644984e+00
1.129999999999986e+00	7.130885e-01	5.649984e+00
1.130999999999986e+00	7.130845e-01	5.654984e+00
1.131999999999986e+00	7.130804e-01	5.659984e+00
1.132999999999986e+00	7.130764e-01	5.664984e+00
1.133999999999986e+00	7.130724e-01	5.669984e+00
1.134999999999986e+00	7.130682e-01	5.674984e+00
1.135999999999986e+00	7.130642e-01	5.679984e+00
1.136999999999986e+00	7.130601e-01	5.684984e+00
1.137999999999985e+00	7.130561e-01	5.689984e+00
1.138999999999985e+00	7.130520e-01	5.694984e+00
1.139999999999985e+00	7.130479e-01	5.699984e+00
1.140999999999985e+00	7.130438e-01	5.704984e+00
1.141999999999985e+00	7.130397e-01	5.709984e+00
1.142999999999985e+00	7.130356e-01	5.714984e+00
1.143999999999985e+00	7.130315e-01	5.719984e+00
1.144999999999985e+00	7.130274e-01	5.724984e+00
1.145999999999985e+00	7.130232e-01	5.729984e+00
1.146999999999984e+00	7.130191e-01	5.734984e+00
1.147999999999984e+00	7.130150e-01	5.739984e+00
1.148999999999984e+00	7.130108e-01	5.744984e+00
1.149999999999984e+00	7.130067e-01	5.749984e+00
1.150999999999984e+00	7.130026e-01	5.754984e+00
1.151999999999984e+00	7.129984e-01	5.759984e+00
1.152999999999984e+00	7.129942e-01	5.764984e+00
1.153999999999984e+00	7.129900e-01	5.769984e+00
1.154999999999984e+00	7.129859e-01	5.774984e+00
1.155999999999983e+00	7.129817e-01	5.779984e+00
1.156999999999983e+00	7.129775e-01	5.784984e+00
1.157999999999983e+00	7.129733e-01	5.789984e+00
1.158999999999983e+00	7.129691e-01	5.794984e+00
1.159999999999983e+00	7.129649e-01	5.799984e+00
1.160999999999983e+00	7.129607e-01	5.804984e+00
1.161999999999983e+00	7.129565e-01	5.809984e+00
1.162999999999983e+00	7.129523e-01	5.814984e+00
1.163999999999983e+00	7.129480e-01	5.819984e+00
1.164999999999982e+00	7.129438e-01	5.824984e+00
1.165999999999982e+00	7.129396e-01	5.829984e+00
1.166999999999982e+00	7.129353e-01	5.834984e+00
1.167999999999982e+00	7.129310e-01	5.839984e+00
1.168999999999982e+00	7.129268e-01	5.844984e+00
1.169999999999982e+00	7.129225e-01	5.849984e+00
1.170999999999982e+00	7.129182e-01	5.854984e+00
1.171999999999982e+00	7.129140e-01	5.859984e+00
1.172999999999982e+00	7.129097e-01	5.864984e+00
1.173999999999982e+00	7.129054e-01	5.869984e+00
1.174999999999981e+00	7.129011e-01	5.874984e+00
1.175999999999981e+00	7.128968e-01	5.879984e+00
1.176999999999981e+00	7.128925e-01	5.884984e+00
1.177999999999981e+00	7.128881e-01	5.889984e+00
1.178999999999981e+00	7.128838e-01	5.894984e+00
1.179999999999981e+00	7.128795e-01	5.899984e+00
1.180999999999981e+00	7.128751e-01	5.904984e+00
1.181999999999981e+00	7.128708e-01	5.909984e+00
1.182999999999981e+00	7.128665e-01	5.914984e+00
1.183999999999980e+00	7.128621e-01	5.919984e+00
1.184999999999980e+00	7.128577e-01	5.924984e+00
1.185999999999980e+00	7.128534e-01	5.929984e+00
1.186999999999980e+00	7.128490e-01	5.934984e+00
1.187999999999980e+00	7.128446e-01	5.939984e+00
1.188999999999980e+00	7.128402e-01	5.944983e+00
1.189999999999980e+00	7.128358e-01	5.949984e+00
1.190999999999980e+00	7.128314e-01	5.954984e+00
1.191999999999980e+00	7.128270e-01	5.959984e+00
1.192999999999979e+00	7.128226e-01	5.964983e+00
1.193999999999979e+00	7.128181e-01	5.969984e+00
1.194999999999979e+00	7.128137e-01	5.974984e+00
1.195999999999979e+00	7.128093e-01	5.979984e+00
1.196999999999979e+00	7.128049e-01	5.984983e+00
1.197999999999979e+00	7.128004e-01	5.989984e+00
1.198999999999979e+00	7.127960e-01	5.994984e+00
1.199999999999979e+00	7.127915e-01	5.999984e+00
1.200999999999979e+00	7.127870e-01	6.004983e+00
1.201999999999978e+00	7.127826e-01	6.009984e+00
1.202999999999978e+00	7.127781e-01	6.014984e+00
1.203999999999978e+00	7.127736e-01	6.019984e+00
1.204999999999978e+00	7.127691e-01	6.024983e+00
1.205999999999978e+00	7.127646e-01	6.029984e+00
1.206999999999978e+00	7.127601e-01	6.034984e+00
1.207999999999978e+00	7.127556e-01	6.039984e+00
1.208999999999978e+00	7.127510e-01	6.044983e+00
1.209999999999978e+00	7.127465e-01	6.049984e+00
1.210999999999977e+00	7.127420e-01	6.054984e+00
1.211999999999977e+00	7.127374e-01	6.059984e+00
1.212999999999977e+00	7.127329e-01	6.064983e+00
1.213999999999977e+00	7.127283e-01	6.069983e+00
1.214999999999977e+00	7.127237e-01	6.074984e+00
1.215999999999977e+00	7.127191e-01	6.079984e+00
1.216999999999977e+00	7.127146e-01	6.084983e+00
1.217999999999977e+00	7.127100e-01	6.089983e+00
1.218999999999977e+00	7.127054e-01	6.094984e+00
1.219999999999976e+00	7.127008e-01	6.099984e+00
1.220999999999976e+00	7.126962e-01	6.104983e+00
1.221999999999976e+00	7.126916e-01	6.109983e+00
1.222999999999976e+00	7.126870e-01	6.114984e+00
1.223999999999976e+00	7.126823e-01	6.119984e+00
1.224999999999976e+00	7.126777e-01	6.124983e+00
1.225999999999976e+00	7.126731e-01	6.129983e+00
1.226999999999976e+00	7.126684e-01	6.134984e+00
1.227999999999976e+00	7.126638e-01	6.139983e+00
1.228999999999975e+00	7.126591e-01	6.144983e+00
1.229999999999975e+00	7.126544e-01	6.149983e+00
1.230999999999975e+00	7.126497e-01	6.154984e+00
1.231999999999975e+00	7.126451e-01	6.159983e+00
1.232999999999975e+00	7.126403e-01	6.164983e+00
1.233999999999975e+00	7.126356e-01	6.169983e+00
1.234999999999975e+00	7.126309e-01	6.174984e+00
1.235999999999975e+00	7.126262e-01	6.179983e+00
1.236999999999975e+00	7.126215e-01	6.184983e+00
1.237999999999974e+00	7.126167e-01	6.189983e+00
1.238999999999974e+00	7.126120e-01	6.194983e+00
1.239999999999974e+00	7.126073e-01	6.199983e+00
1.240999999999974e+00	7.126025e-01	6.204983e+00
1.241999999999974e+00	7.125978e-01	6.209983e+00
1.242999999999974e+00	7.125930e-01	6.214983e+00
1.243999999999974e+00	7.125882e-01	6.219983e+00
1.244999999999974e+00	7.125834e-01	6.224983e+00
1.245999999999974e+00	7.125787e-01	6.229983e+00
1.246999999999973e+00	7.125738e-01	6.234983e+00
1.247999999999973e+00	7.125691e-01	6.239983e+00
1.248999999999973e+00	7.125642e-01	6.244983e+00
1.249999999999973e+00	7.125594e-01	6.249983e+00
1.250999999999973e+00	7.125546e-01	6.254983e+00
1.251999999999973e+00	7.125497e-01	6.259983e+00
1.252999999999973e+00	7.125449e-01	6.264983e+00
1.253999999999973e+00	7.125400e-01	6.269983e+00
1.254999999999973e+00	7.125352e-01	6.274983e+00
1.255999999999972e+00	7.125303e-01	6.279983e+00
1.256999999999972e+00	7.125254e-01	6.284983e+00
1.257999999999972e+00	7.125205e-01	6.289983e+00
1.258999999999972e+00	7.125157e-01	6.294983e+00
1.259999999999972e+00	7.125108e-01	6.299983e+00
1.260999999999972e+00	7.125059e-01	6.304983e+00
1.261999999999972e+00	7.125009e-01	6.309983e+00
1.262999999999972e+00	7.124960e-01	6.314983e+00
1.263999999999972e+00	7.124911e-01	6.319983e+00
1.264999999999971e+00	7.124861e-01	6.324983e+00
1.265999999999971e+00	7.124812e-01	6.329983e+00
1.266999999999971e+00	7.124763e-01	6.334983e+00
1.267999999999971e+00	7.124713e-01	6.339983e+00
1.268999999999971e+00	7.124663e-01	6.344983e+00
1.269999999999971e+00	7.124614e-01	6.349983e+00
1.270999999999971e+00	7.124563e-01	6.354983e+00
1.271999999999971e+00	7.124513e-01	6.359983e+00
1.272999999999971e+00	7.124463e-01	6.364983e+00
1.273999999999970e+00	7.124413e-01	6.369983e+00
1.274999999999970e+00	7.124363e-01	6.374983e+00
1.275999999999970e+00	7.124313e-01	6.379983e+00
1.276999999999970e+00	7.124262e-01	6.384983e+00
1.277999999999970e+00	7.124212e-01	6.389983e+00
1.278999999999970e+00	7.124162e-01	6.394983e+00
1.279999999999970e+00	7.124111e-01	6.399983e+00
1.280999999999970e+00	7.124060e-01	6.404983e+00
1.281999999999970e+00	7.124009e-01	6.409983e+00
1.282999999999969e+00	7.123958e-01	6.414983e+00
1.283999999999969e+00	7.123908e-01	6.419983e+00
1.284999999999969e+00	7.123857e-01	6.424983e+00
1.285999999999969e+00	7.123805e-01	6.429983e+00
1.286999999999969e+00	7.123754e-01	6.434983e+00
1.287999999999969e+00	7.123703e-01	6.439983e+00
1.288999999999969e+00	7.123652e-01	6.444983e+00
1.289999999999969e+00	7.123600e-01	6.449983e+00
1.290999999999969e+00	7.123548e-01	6.454983e+00
1.291999999999969e+00	7.123497e-01	6.459983e+00
1.292999999999968e+00	7.123445e-01	6.464983e+00
1.293999999999968e+00	7.123393e-01	6.469983e+00
1.294999999999968e+00	7.123342e-01	6.474983e+00
1.295999999999968e+00	7.123290e-01	6.479983e+00
1.296999999999968e+00	7.123238e-01	6.484983e+00
1.297999999999968e+00	7.123185e-01	6.489983e+00
1.298999999999968e+00	7.123134e-01	6.494983e+00
1.299999999999968e+00	7.123081e-01	6.499983e+00
1.300999999999968e+00	7.123029e-01	6.504983e+00
1.301999999999967e+00	7.122976e-01	6.509983e+00
1.302999999999967e+00	7.122924e-01	6.514983e+00
1.303999999999967e+00	7.122871e-01	6.519983e+00
1.304999999999967e+00	7.122818e-01	6.524983e+00
1.305999999999967e+00	7.122765e-01	6.529983e+00
1.306999999999967e+00	7.122712e-01	6.534983e+00
1.307999999999967e+00	7.122659e-01	6.539983e+00
1.308999999999967e+00	7.122606e-01	6.544983e+00
1.309999999999967e+00	7.122553e-01	6.549983e+00
1.310999999999966e+00	7.122499e-01	6.554983e+00
1.311999999999966e+00	7.122446e-01	6.559983e+00
1.312999999999966e+00	7.122393e-01	6.564983e+00
1.313999999999966e+00	7.122339e-01	6.569983e+00
1.314999999999966e+00	7.122285e-01	6.574983e+00
1.315999999999966e+00	7.122232e-01	6.579983e+00
1.316999999999966e+00	7.122178e-01	6.584983e+00
1.317999999999966e+00	7.122124e-01	6.589983e+00
1.318999999999966e+00	7.122070e-01	6.594983e+00
1.319999999999965e+00	7.122016e-01	6.599983e+00
1.320999999999965e+00	7.121962e-01	6.604983e+00
1.321999999999965e+00	7.121907e-01	6.609982e+00
1.322999999999965e+00	7.121853e-01	6.614983e+00
1.323999999999965e+00	7.121798e-01	6.619983e+00
1.324999999999965e+00	7.121744e-01	6.624983e+00
1.325999999999965e+00	7.121689e-01	6.629982e+00
1.326999999999965e+00	7.121634e-01	6.634983e+00
1.327999999999965e+00	7.121580e-01	6.639983e+00
1.328999999999964e+00	7.121524e-01	6.644983e+00
1.329999999999964e+00	7.121469e-01	6.649982e+00
1.330999999999964e+00	7.121414e-01	6.654983e+00
1.331999999999964e+00	7.121359e-01	6.659983e+00
1.332999999999964e+00	7.121304e-01	6.664983e+00
1.333999999999964e+00	7.121248e-01	6.669982e+00
1.334999999999964e+00	7.121193e-01	6.674983e+00
1.335999999999964e+00	7.121137e-01	6.679983e+00
1.336999999999964e+00	7.121081e-01	6.684983e+00
1.337999999999963e+00	7.121025e-01	6.689982e+00
1.338999999999963e+00	7.120969e-01	6.694983e+00
1.339999999999963e+00	7.120913e-01	6.699983e+00
1.340999999999963e+00	7.120857e-01	6.704983e+00
1.341999999999963e+00	7.120801e-01	6.709982e+00
1.342999999999963e+00	7.120745e-01	6.714983e+00
1.343999999999963e+00	7.120689e-01	6.719983e+00
1.344999999999963e+00	7.120632e-01	6.724983e+00
1.345999999999963e+00	7.120575e-01	6.729982e+00
1.346999999999962e+00	7.120519e-01	6.734982e+00
1.347999999999962e+00	7.120461e-01	6.739983e+00
1.348999999999962e+00	7.120405e-01	6.744983e+00
1.349999999999962e+00	7.120348e-01	6.749982e+00
1.350999999999962e+00	7.120290e-01	6.754982e+00
1.351999999999962e+00	7.120233e-01	6.759983e+00
1.352999999999962e+00	7.120176e-01	6.764983e+00
1.353999999999962e+00	7.120118e-01	6.769982e+00
1.354999999999962e+00	7.120061e-01	6.774982e+00
1.355999999999961e+00	7.120003e-01	6.779983e+00
1.356999999999961e+00	7.119945e-01	6.784983e+00
1.357999999999961e+00	7.119887e-01	6.789982e+00
1.358999999999961e+00	7.119830e-01	6.794982e+00
1.359999999999961e+00	7.119772e-01	6.799983e+00
1.360999999999961e+00	7.119713e-01	6.804982e+00
1.361999999999961e+00	7.119655e-01	6.809982e+00
1.362999999999961e+00	7.119597e-01	6.814982e+00
1.363999999999961e+00	7.119538e-01	6.819983e+00
1.364999999999960e+00	7.119480e-01	6.824982e+00
1.365999999999960e+00	7.119421e-01	6.829982e+00
1.366999999999960e+00	7.119362e-01	6.834982e+00
1.367999999999960e+00	7.119303e-01	6.839983e+00
1.368999999999960e+00	7.119244e-01	6.844982e+00
1.369999999999960e+00	7.119185e-01	6.849982e+00
1.370999999999960e+00	7.119126e-01	6.854982e+00
1.371999999999960e+00	7.119067e-01	6.859982e+00
1.372999999999960e+00	7.119007e-01	6.864982e+00
1.373999999999959e+00	7.118948e-01	6.869982e+00
1.374999999999959e+00	7.118888e-01	6.874982e+00
1.375999999999959e+00	7.118828e-01	6.879982e+00
1.376999999999959e+00	7.118768e-01	6.884982e+00
1.377999999999959e+00	7.118708e-01	6.889982e+00
1.378999999999959e+00	7.118648e-01	6.894982e+00
1.379999999999959e+00	7.118587e-01	6.899982e+00
1.380999999999959e+00	7.118527e-01	6.904982e+00
1.381999999999959e+00	7.118467e-01	6.909982e+00
1.382999999999958e+00	7.118406e-01	6.914982e+00
1.383999999999958e+00	7.118345e-01	6.919982e+00
1.384999999999958e+00	7.118285e-01	6.924982e+00
1.385999999999958e+00	7.118224e-01	6.929982e+00
1.386999999999958e+00	7.118163e-01	6.934982e+00
1.387999999999958e+00	7.118102e-01	6.939982e+00
1.388999999999958e+00	7.118041e-01	6.944982e+00
1.389999999999958e+00	7.117980e-01	6.949982e+00
1.390999999999958e+00	7.117918e-01	6.954982e+00
1.391999999999957e+00	7.117856e-01	6.959982e+00
1.392999999999957e+00	7.117795e-01	6.964982e+00
1.393999999999957e+00	7.117733e-01	6.969982e+00
1.394999999999957e+00	7.117671e-01	6.974982e+00
1.395999999999957e+00	7.117609e-01	6.979982e+00
1.396999999999957e+00	7.117547e-01	6.984982e+00
1.397999999999957e+00	7.117484e-01	6.989982e+00
1.398999999999957e+00	7.117422e-01	6.994982e+00
1.399999999999957e+00	7.117360e-01	6.999982e+00
1.400999999999957e+00	7.117297e-01	7.004982e+00
1.401999999999956e+00	7.117234e-01	7.009982e+00
1.402999999999956e+00	7.117171e-01	7.014982e+00
1.403999999999956e+00	7.117108e-01	7.019982e+00
1.404999999999956e+00	7.117045e-01	7.024982e+00
1.405999999999956e+00	7.116982e-01	7.029982e+00
1.406999999999956e+00	7.116919e-01	7.034982e+00
1.407999999999956e+00	7.116855e-01	7.039982e+00
1.408999999999956e+00	7.116792e-01	7.044982e+00
1.409999999999956e+00	7.116728e-01	7.049982e+00
1.410999999999955e+00	7.116663e-01	7.054982e+00
1.411999999999955e+00	7.116600e-01	7.059982e+00
1.412999999999955e+00	7.116536e-01	7.064982e+00
1.413999999999955e+00	7.116472e-01	7.069982e+00
1.414999999999955e+00	7.116407e-01	7.074982e+00
1.415999999999955e+00	7.116343e-01	7.079982e+00
1.416999999999955e+00	7.116278e-01	7.084982e+00
1.417999999999955e+00	7.116213e-01	7.089982e+00
1.418999999999955e+00	7.116148e-01	7.094982e+00
1.419999999999954e+00	7.116084e-01	7.099982e+00
1.420999999999954e+00	7.116019e-01	7.104982e+00
1.421999999999954e+00	7.115953e-01	7.109982e+00
1.422999999999954e+00	7.115888e-01	7.114982e+00
1.423999999999954e+00	7.115822e-01	7.119982e+00
1.424999999999954e+00	7.115757e-01	7.124982e+00
1.425999999999954e+00	7.115691e-01	7.129982e+00
1.426999999999954e+00	7.115625e-01	7.134982e+00
1.427999999999954e+00	7.115559e-01	7.139982e+00
1.428999999999953e+00	7.115493e-01	7.144982e+00
1.429999999999953e+00	7.115427e-01	7.149982e+00
1.430999999999953e+00	7.115360e-01	7.154982e+00
1.431999999999953e+00	7.115294e-01	7.159982e+00
1.432999999999953e+00	7.115227e-01	7.164982e+00
1.433999999999953e+00	7.115160e-01	7.169982e+00
1.434999999999953e+00	7.115093e-01	7.174982e+00
1.435999999999953e+00	7.115027e-01	7.179982e+00
1.436999999999953e+00	7.114959e-01	7.184982e+00
1.437999999999952e+00	7.114892e-01	7.189982e+00
1.438999999999952e+00	7.114825e-01	7.194982e+00
1.439999999999952e+00	7.114757e-01	7.199982e+00
1.440999999999952e+00	7.114689e-01	7.204982e+00
1.441999999999952e+00	7.114621e-01	7.209982e+00
1.442999999999952e+00	7.114553e-01	7.214982e+00
1.443999999999952e+00	7.114485e-01	7.219982e+00
1.444999999999952e+00	7.114417e-01	7.224982e+00
1.445999999999952e+00	7.114348e-01	7.229982e+00
1.446999999999951e+00	7.114280e-01	7.234982e+00
1.447999999999951e+00	7.114211e-01	7.239982e+00
1.448999999999951e+00	7.114142e-01	7.244982e+00
1.449999999999951e+00	7.114074e-01	7.249982e+00
1.450999999999951e+00	7.114004e-01	7.254982e+00
1.451999999999951e+00	7.113935e-01	7.259982e+00
1.452999999999951e+00	7.113866e-01	7.264982e+00
1.453999999999951e+00	7.113796e-01	7.269982e+00
1.454999999999951e+00	7.113727e-01	7.274981e+00
1.455999999999950e+00	7.113657e-01	7.279982e+00
1.456999999999950e+00	7.113587e-01	7.284982e+00
1.457999999999950e+00	7.113517e-01	7.289982e+00
1.458999999999950e+00	7.113447e-01	7.294981e+00
1.459999999999950e+00	7.113376e-01	7.299982e+00
1.460999999999950e+00	7.113305e-01	7.304982e+00
1.461999999999950e+00	7.113235e-01	7.309982e+00
1.462999999999950e+00	7.113164e-01	7.314981e+00
1.463999999999950e+00	7.113093e-01	7.319982e+00
1.464999999999949e+00	7.113022e-01	7.324982e+00
1.465999999999949e+00	7.112951e-01	7.329982e+00
1.466999999999949e+00	7.112879e-01	7.334981e+00
1.467999999999949e+00	7.112808e-01	7.339982e+00
1.468999999999949e+00	7.112736e-01	7.344982e+00
1.469999999999949e+00	7.112664e-01	7.349982e+00
1.470999999999949e+00	7.112592e-01	7.354981e+00
1.471999999999949e+00	7.112520e-01	7.359982e+00
1.472999999999949e+00	7.112448e-01	7.364982e+00
1.473999999999948e+00	7.112375e-01	7.369982e+00
1.474999999999948e+00	7.112303e-01	7.374981e+00
1.475999999999948e+00	7.112229e-01	7.379982e+00
1.476999999999948e+00	7.112157e-01	7.384982e+00
1.477999999999948e+00	7.112083e-01	7.389982e+00
1.478999999999948e+00	7.112011e-01	7.394981e+00
1.479999999999948e+00	7.111937e-01	7.399981e+00
1.480999999999948e+00	7.111863e-01	7.404982e+00
1.481999999999948e+00	7.111790e-01	7.409982e+00
1.482999999999947e+00	7.111716e-01	7.414981e+00
1.483999999999947e+00	7.111642e-01	7.419981e+00
1.484999999999947e+00	7.111568e-01	7.424982e+00
1.485999999999947e+00	7.111493e-01	7.429982e+00
1.486999999999947e+00	7.111419e-01	7.434981e+00
1.487999999999947e+00	7.111344e-01	7.439981e+00
1.488999999999947e+00	7.111269e-01	7.444982e+00
1.489999999999947e+00	7.111195e-01	7.449982e+00
1.490999999999947e+00	7.111119e-01	7.454981e+00
1.491999999999946e+00	7.111044e-01	7.459981e+00
1.492999999999946e+00	7.110969e-01	7.464982e+00
1.493999999999946e+00	7.110893e-01	7.469982e+00
1.494999999999946e+00	7.110817e-01	7.474981e+00
1.495999999999946e+00	7.110741e-01	7.479981e+00
1.496999999999946e+00	7.110665e-01	7.484982e+00
1.497999999999946e+00	7.110589e-01	7.489981e+00
1.498999999999946e+00	7.110512e-01	7.494981e+00
1.499999999999946e+00	7.110436e-01	7.499981e+00
1.500999999999945e+00	7.110359e-01	7.504982e+00
1.501999999999945e+00	7.110282e-01	7.509981e+00
1.502999999999945e+00	7.110205e-01	7.514981e+00
1.503999999999945e+00	7.110128e-01	7.519981e+00
1.504999999999945e+00	7.110050e-01	7.524981e+00
1.505999999999945e+00	7.109972e-01	7.529981e+00
1.506999999999945e+00	7.109895e-01	7.534981e+00
1.507999999999945e+00	7.109817e-01	7.539981e+00
1.508999999999945e+00	7.109739e-01	7.544981e+00
1.509999999999944e+00	7.109660e-01	7.549981e+00
1.510999999999944e+00	7.109582e-01	7.554981e+00
1.511999999999944e+00	7.109503e-01	7.559981e+00
1.512999999999944e+00	7.109424e-01	7.564981e+00
1.513999999999944e+00	7.109345e-01	7.569981e+00
1.514999999999944e+00	7.109266e-01	7.574981e+00
1.515999999999944e+00	7.109187e-01	7.579981e+00
1.516999999999944e+00	7.109107e-01	7.584981e+00
1.517999999999944e+00	7.109027e-01	7.589981e+00
1.518999999999944e+00	7.108947e-01	7.594981e+00
1.519999999999943e+00	7.108867e-01	7.599981e+00
1.520999999999943e+00	7.108787e-01	7.604981e+00
1.521999999999943e+00	7.108706e-01	7.609981e+00
1.522999999999943e+00	7.108626e-01	7.614981e+00
1.523999999999943e+00	7.108545e-01	7.619981e+00
1.524999999999943e+00	7.108464e-01	7.624981e+00
1.525999999999943e+00	7.108383e-01	7.629981e+00
1.526999999999943e+00	7.108302e-01	7.634981e+00
1.527999999999943e+00	7.108220e-01	7.639981e+00
1.528999999999942e+00	7.108138e-01	7.644981e+00
1.529999999999942e+00	7.108056e-01	7.649981e+00
1.530999999999942e+00	7.107974e-01	7.654981e+00
1.531999999999942e+00	7.107891e-01	7.659981e+00
1.532999999999942e+00	7.107809e-01	7.664981e+00
1.533999999999942e+00	7.107726e-01	7.669981e+00
1.534999999999942e+00	7.107643e-01	7.674981e+00
1.535999999999942e+00	7.107561e-01	7.679981e+00
1.536999999999942e+00	7.107477e-01	7.684981e+00
1.537999999999941e+00	7.107394e-01	7.689981e+00
1.538999999999941e+00	7.107310e-01	7.694981e+00
1.539999999999941e+00	7.107226e-01	7.699981e+00
1.540999999999941e+00	7.107142e-01	7.704981e+00
1.541999999999941e+00	7.107058e-01	7.709981e+00
1.542999999999941e+00	7.106974e-01	7.714981e+00
1.543999999999941e+00	7.106889e-01	7.719981e+00
1.544999999999941e+00	7.106804e-01	7.724981e+00
1.545999999999941e+00	7.106719e-01	7.729981e+00
1.546999999999940e+00	7.106634e-01	7.734981e+00
1.547999999999940e+00	7.106549e-01	7.739981e+00
